,Unnamed: 0,Date,Title,Link,Headline,Article,Source
36,544,2022-05-18 00:00:00,The effect that an issue of securities in the short term would have on Ecopetrol's stock,https://www.larepublica.co/redirect/post/3366226,"The future placement would be equivalent to $12.62 billion with today's price. The species closed with a drop of 6.26% to $2,892","Furthermore, within the unofficial information it would be commented that the objective would be to carry out a share issue before the change of Government due to presidential elections.""",La República
37,544,2022-05-18 00:00:00,The effect that an issue of securities in the short term would have on Ecopetrol's stock,https://www.larepublica.co/redirect/post/3366226,"The future placement would be equivalent to $12.62 billion with today's price. The species closed with a drop of 6.26% to $2,892","According to the document, a dividend of $502 per share is expected by 2023, which would represent a profitability of 17.5%.",La República
38,544,2022-05-18 00:00:00,The effect that an issue of securities in the short term would have on Ecopetrol's stock,https://www.larepublica.co/redirect/post/3366226,"The future placement would be equivalent to $12.62 billion with today's price. The species closed with a drop of 6.26% to $2,892","“In our accounts, Ecopetrol would generate enough cash to support its debt commitments, distribute dividends and sustain its investment plan.",La República
39,544,2022-05-18 00:00:00,The effect that an issue of securities in the short term would have on Ecopetrol's stock,https://www.larepublica.co/redirect/post/3366226,"The future placement would be equivalent to $12.62 billion with today's price. The species closed with a drop of 6.26% to $2,892","For us, if any issuance of shares is carried out to capitalize the company, there should be new information that justifies this movement,"" the specialists highlight.",La República
40,544,2022-05-18 00:00:00,The effect that an issue of securities in the short term would have on Ecopetrol's stock,https://www.larepublica.co/redirect/post/3366226,"The future placement would be equivalent to $12.62 billion with today's price. The species closed with a drop of 6.26% to $2,892","With this, there would be three emissions carried out by the state company",La República
41,544,2022-05-18 00:00:00,The effect that an issue of securities in the short term would have on Ecopetrol's stock,https://www.larepublica.co/redirect/post/3366226,"The future placement would be equivalent to $12.62 billion with today's price. The species closed with a drop of 6.26% to $2,892","The first round was developed in 2007 for 4,087 million shares for a total of $5.7 billion placed, reaching a value of $1,394 per fraction and with the participation of 482,941 shareholders.",La República
42,544,2022-05-18 00:00:00,The effect that an issue of securities in the short term would have on Ecopetrol's stock,https://www.larepublica.co/redirect/post/3366226,"The future placement would be equivalent to $12.62 billion with today's price. The species closed with a drop of 6.26% to $2,892","Of the total buyers, 62% corresponded to natural persons, 37% to private pension and severance funds and 1% to legal entities.",La República
43,544,2022-05-18 00:00:00,The effect that an issue of securities in the short term would have on Ecopetrol's stock,https://www.larepublica.co/redirect/post/3366226,"The future placement would be equivalent to $12.62 billion with today's price. The species closed with a drop of 6.26% to $2,892","The second round occurred in 2011, the year in which 644 million shares were awarded for $2.38 billion and at a price per share of $3,700.",La República
44,544,2022-05-18 00:00:00,The effect that an issue of securities in the short term would have on Ecopetrol's stock,https://www.larepublica.co/redirect/post/3366226,"The future placement would be equivalent to $12.62 billion with today's price. The species closed with a drop of 6.26% to $2,892","Of this amount, 87.2% went to natural persons and 12.8% to legal entities.",La República
45,544,2022-05-18 00:00:00,The effect that an issue of securities in the short term would have on Ecopetrol's stock,https://www.larepublica.co/redirect/post/3366226,"The future placement would be equivalent to $12.62 billion with today's price. The species closed with a drop of 6.26% to $2,892","As specified in the announcement, the Nation, headed by the Ministry of Finance, would maintain a participation of no less than 80% of the subscribed and outstanding capital of the company, in addition to being a transaction subject to favorable market conditions.",La República
46,545,2022-05-18 00:00:00,Ecopetrol and Oxy agree to explore four offshore blocks in the Caribbean,https://www.larepublica.co/redirect/post/3366007,"The acquisition of seabed samples is expected, as well as the proposal to drill a well in deep waters in the Colombian Caribbean.","The acquisition of seabed samples is expected, as well as the proposal to drill a well in deep waters in the Colombian Caribbean RELATED ARTICLEEcopetrol revealed that the Cartagena Refinery had a record during the first quarterEcopetrol and Anadarko Colombia Company, a subsidiary of Oxy, signed a joint exploration agreement in four Blocks located in deep waters in the northeast of the Colombian Caribbean, off the coast of the departments of Atlántico, Magdalena and La Guajira, at an average distance of more than 150 kilometers from the coastline of these jurisdictions , with the aim of undertaking the search for hydrocarbons",La República
47,545,2022-05-18 00:00:00,Ecopetrol and Oxy agree to explore four offshore blocks in the Caribbean,https://www.larepublica.co/redirect/post/3366007,"The acquisition of seabed samples is expected, as well as the proposal to drill a well in deep waters in the Colombian Caribbean.","Ecopetrol will acquire 40% of the exploration and production rights in the blocks, while the remaining 60% will continue under the control of Anadarko",La República
48,545,2022-05-18 00:00:00,Ecopetrol and Oxy agree to explore four offshore blocks in the Caribbean,https://www.larepublica.co/redirect/post/3366007,"The acquisition of seabed samples is expected, as well as the proposal to drill a well in deep waters in the Colombian Caribbean.",The agreement is subject to the approval of the National Hydrocarbons Agency (ANH),La República
49,545,2022-05-18 00:00:00,Ecopetrol and Oxy agree to explore four offshore blocks in the Caribbean,https://www.larepublica.co/redirect/post/3366007,"The acquisition of seabed samples is expected, as well as the proposal to drill a well in deep waters in the Colombian Caribbean.","The geological evaluations of the blocks subject to the agreement, carried out based on the latest technology seismic information acquired in the area by Anadarko, indicate the possibility of significant accumulations of hydrocarbons under different geological concepts in this sector of the Colombia Basin, which if confirmed would constitute a transformational event for the Colombian oil industry",La República
50,545,2022-05-18 00:00:00,Ecopetrol and Oxy agree to explore four offshore blocks in the Caribbean,https://www.larepublica.co/redirect/post/3366007,"The acquisition of seabed samples is expected, as well as the proposal to drill a well in deep waters in the Colombian Caribbean.","The companies plan to explore the areas by acquiring samples of the seabed and drilling an exploratory well, subject to regulatory authorizations and the completion of technical studies.",La República
51,545,2022-05-18 00:00:00,Ecopetrol and Oxy agree to explore four offshore blocks in the Caribbean,https://www.larepublica.co/redirect/post/3366007,"The acquisition of seabed samples is expected, as well as the proposal to drill a well in deep waters in the Colombian Caribbean.",This well represents a significant technological challenge due to the depth of the waters.,La República
52,546,2022-05-18 00:00:00,"Oil and cement companies grow in the first quarter, driven by price increases",https://www.larepublica.co/redirect/post/3365981,"Of the country's oil companies, Ecopetrol maintains its leadership with a 59.86% participation in total production","Of the country's oil companies, Ecopetrol maintains its leadership with a 59.86% share in total production. The metallurgical, oil and cement market in the country and the world is shaken",La República
53,546,2022-05-18 00:00:00,"Oil and cement companies grow in the first quarter, driven by price increases",https://www.larepublica.co/redirect/post/3365981,"Of the country's oil companies, Ecopetrol maintains its leadership with a 59.86% participation in total production",Whether due to the recent news that the US,La República
54,546,2022-05-18 00:00:00,"Oil and cement companies grow in the first quarter, driven by price increases",https://www.larepublica.co/redirect/post/3365981,"Of the country's oil companies, Ecopetrol maintains its leadership with a 59.86% participation in total production","that gave the green light to Venezuela for Chevron to negotiate oil licenses, or by the comments of some presidential candidates about the relevance of the mining, energy and oil sector, these industries that move billions in resources around the world continue to be protagonists of the national economy day by day",La República
55,546,2022-05-18 00:00:00,"Oil and cement companies grow in the first quarter, driven by price increases",https://www.larepublica.co/redirect/post/3365981,"Of the country's oil companies, Ecopetrol maintains its leadership with a 59.86% participation in total production","Last week, the Ministry of Mines and Energy, together with the National Hydrocarbons Agency, revealed that crude oil reserves reached 2,039 million barrels",La República
56,546,2022-05-18 00:00:00,"Oil and cement companies grow in the first quarter, driven by price increases",https://www.larepublica.co/redirect/post/3365981,"Of the country's oil companies, Ecopetrol maintains its leadership with a 59.86% participation in total production",Highlighting that these reserves increased from 6.3 years in 2020 to 7.6 years in 2021,La República
57,546,2022-05-18 00:00:00,"Oil and cement companies grow in the first quarter, driven by price increases",https://www.larepublica.co/redirect/post/3365981,"Of the country's oil companies, Ecopetrol maintains its leadership with a 59.86% participation in total production","RELATED ARTICLEEcopetrol, Team Foods and Indumil lead in the ranking of companies with the most patentsOf the oil companies that operate in the country, Ecopetrol maintains its leadership as the largest hydrocarbon operator, with a share of 59.86% in total national production",La República
58,546,2022-05-18 00:00:00,"Oil and cement companies grow in the first quarter, driven by price increases",https://www.larepublica.co/redirect/post/3365981,"Of the country's oil companies, Ecopetrol maintains its leadership with a 59.86% participation in total production","The company led by Felipe Bayón has approximately 449,788 barrels produced per day and, according to the financial results of the first quarter, the company's total sales reached $32.47 billion, an increase of 88.70%, compared to the same period. of 2021",La República
59,546,2022-05-18 00:00:00,"Oil and cement companies grow in the first quarter, driven by price increases",https://www.larepublica.co/redirect/post/3365981,"Of the country's oil companies, Ecopetrol maintains its leadership with a 59.86% participation in total production","Regarding the company's good results, Bayón assured that the result of $6.6 billion in profits until March is “something historic.”",La República
60,546,2022-05-18 00:00:00,"Oil and cement companies grow in the first quarter, driven by price increases",https://www.larepublica.co/redirect/post/3365981,"Of the country's oil companies, Ecopetrol maintains its leadership with a 59.86% participation in total production","“It was a very good start to the year, but we have some uncertainties,” he said.",La República
61,546,2022-05-18 00:00:00,"Oil and cement companies grow in the first quarter, driven by price increases",https://www.larepublica.co/redirect/post/3365981,"Of the country's oil companies, Ecopetrol maintains its leadership with a 59.86% participation in total production","Other companies followed by Ecopetrol are Geopark and Sierracol, which have 7.82% and 6.86% participation, respectively.",La República
62,546,2022-05-18 00:00:00,"Oil and cement companies grow in the first quarter, driven by price increases",https://www.larepublica.co/redirect/post/3365981,"Of the country's oil companies, Ecopetrol maintains its leadership with a 59.86% participation in total production","In this way, each one contributes 58,753 and 51,550 barrels of crude oil per day",La República
63,546,2022-05-18 00:00:00,"Oil and cement companies grow in the first quarter, driven by price increases",https://www.larepublica.co/redirect/post/3365981,"Of the country's oil companies, Ecopetrol maintains its leadership with a 59.86% participation in total production","Other companies, such as Frontera Energy (50,040 barrels/day), revealed that during the first quarter of the year they sold 30,000 barrels of oil and are on the list of good results.",La República
64,546,2022-05-18 00:00:00,"Oil and cement companies grow in the first quarter, driven by price increases",https://www.larepublica.co/redirect/post/3365981,"Of the country's oil companies, Ecopetrol maintains its leadership with a 59.86% participation in total production","On the other hand, Gran Tierra (33,110 barrels/day) and Parex Resources (20,030 barrels/day) also have participation in national production",La República
65,546,2022-05-18 00:00:00,"Oil and cement companies grow in the first quarter, driven by price increases",https://www.larepublica.co/redirect/post/3365981,"Of the country's oil companies, Ecopetrol maintains its leadership with a 59.86% participation in total production","On site As for the construction sector, which has been immersed in the process of economic reactivation in the country, the high costs of raw materials, logistics and the devaluation of the peso have influenced the cost of its products such as the cement",La República
66,546,2022-05-18 00:00:00,"Oil and cement companies grow in the first quarter, driven by price increases",https://www.larepublica.co/redirect/post/3365981,"Of the country's oil companies, Ecopetrol maintains its leadership with a 59.86% participation in total production","Given this, the cement company Cemex Latam Holdings reported positive operating results in the first quarter that reaffirm the path of reactivation on which it is advancing: its net sales grew 13% in the first quarter of 2022, compared to last year, and reached to US$209 million",La República
67,546,2022-05-18 00:00:00,"Oil and cement companies grow in the first quarter, driven by price increases",https://www.larepublica.co/redirect/post/3365981,"Of the country's oil companies, Ecopetrol maintains its leadership with a 59.86% participation in total production","On the same route, the volume of consolidated cement moved grew 8%, up to 1.4 million tons",La República
68,546,2022-05-18 00:00:00,"Oil and cement companies grow in the first quarter, driven by price increases",https://www.larepublica.co/redirect/post/3365981,"Of the country's oil companies, Ecopetrol maintains its leadership with a 59.86% participation in total production","And on Monday of this week the company announced that its majority shareholder, Cemex Spain, will begin the purchase of the company's common shares in the secondary market for no more than 4.99% of the share capital of this issuer, and for an indefinite period.",La República
69,546,2022-05-18 00:00:00,"Oil and cement companies grow in the first quarter, driven by price increases",https://www.larepublica.co/redirect/post/3365981,"Of the country's oil companies, Ecopetrol maintains its leadership with a 59.86% participation in total production","The Argos Group in the cement business also maintains positive projections for this year, despite the aforementioned crisis experienced by the sector.",La República
70,546,2022-05-18 00:00:00,"Oil and cement companies grow in the first quarter, driven by price increases",https://www.larepublica.co/redirect/post/3365981,"Of the country's oil companies, Ecopetrol maintains its leadership with a 59.86% participation in total production","In business, the group reported that it closed the quarter with revenues of $2.6 billion",La República
71,546,2022-05-18 00:00:00,"Oil and cement companies grow in the first quarter, driven by price increases",https://www.larepublica.co/redirect/post/3365981,"Of the country's oil companies, Ecopetrol maintains its leadership with a 59.86% participation in total production",Annual growth reached 11%,La República
72,546,2022-05-18 00:00:00,"Oil and cement companies grow in the first quarter, driven by price increases",https://www.larepublica.co/redirect/post/3365981,"Of the country's oil companies, Ecopetrol maintains its leadership with a 59.86% participation in total production","During that period, Cementos Argos completed the sale of 23 concrete plants in the United States, in areas considered ""non-strategic""",La República
73,546,2022-05-18 00:00:00,"Oil and cement companies grow in the first quarter, driven by price increases",https://www.larepublica.co/redirect/post/3365981,"Of the country's oil companies, Ecopetrol maintains its leadership with a 59.86% participation in total production","He also participated in the initial works of the Bogotá Metro, and put into operation a new terminal in the port in Cartagena.",La República
74,546,2022-05-18 00:00:00,"Oil and cement companies grow in the first quarter, driven by price increases",https://www.larepublica.co/redirect/post/3365981,"Of the country's oil companies, Ecopetrol maintains its leadership with a 59.86% participation in total production","In this regard, Jorge Mario Velásquez, president of Grupo Argos, highlighted that ""the good results of the first quarter demonstrate the solidity of our infrastructure assets and the power of the strategic thesis that is being materialized to generate value for our shareholders, thanks to the work determined and committed of more than 13,000 collaborators”",La República
75,546,2022-05-18 00:00:00,"Oil and cement companies grow in the first quarter, driven by price increases",https://www.larepublica.co/redirect/post/3365981,"Of the country's oil companies, Ecopetrol maintains its leadership with a 59.86% participation in total production","The cement company Holcim, on the other hand, reported its progress in its Net Zero plan for 2050",La República
76,546,2022-05-18 00:00:00,"Oil and cement companies grow in the first quarter, driven by price increases",https://www.larepublica.co/redirect/post/3365981,"Of the country's oil companies, Ecopetrol maintains its leadership with a 59.86% participation in total production","As part of its actions in favor of the environment, the company certified its Maestro cement as carbon neutral",La República
77,546,2022-05-18 00:00:00,"Oil and cement companies grow in the first quarter, driven by price increases",https://www.larepublica.co/redirect/post/3365981,"Of the country's oil companies, Ecopetrol maintains its leadership with a 59.86% participation in total production","As a first step forward in this process, it obtained the Greenhouse Gas (GHG) verification declaration, for scope 1 and 2, of its organizational carbon footprint and its carbon footprint in cements.",La República
78,546,2022-05-18 00:00:00,"Oil and cement companies grow in the first quarter, driven by price increases",https://www.larepublica.co/redirect/post/3365981,"Of the country's oil companies, Ecopetrol maintains its leadership with a 59.86% participation in total production","On the other hand, the metallurgical sector, which has been framed in the headlines about the geopolitical and economic conditions in which the world is advancing, projects great advances for the remainder of 2022.",La República
79,546,2022-05-18 00:00:00,"Oil and cement companies grow in the first quarter, driven by price increases",https://www.larepublica.co/redirect/post/3365981,"Of the country's oil companies, Ecopetrol maintains its leadership with a 59.86% participation in total production","“It is not new that mining is part of humanity and its development, what is new is the prominence in the global context in which it is going through this year – and will go through the next ones – which necessarily translates into the expected increase in demand for different minerals, many of them with a high development potential in the country,” said Sebastián Martínez, economic director of the Colombian Mining Association, ACM.",La República
80,546,2022-05-18 00:00:00,"Oil and cement companies grow in the first quarter, driven by price increases",https://www.larepublica.co/redirect/post/3365981,"Of the country's oil companies, Ecopetrol maintains its leadership with a 59.86% participation in total production","Mining companies such as Cerrejón announced that it generated $1.38 billion in income tax, compared to its results for the fiscal year 2021",La República
81,546,2022-05-18 00:00:00,"Oil and cement companies grow in the first quarter, driven by price increases",https://www.larepublica.co/redirect/post/3365981,"Of the country's oil companies, Ecopetrol maintains its leadership with a 59.86% participation in total production","According to its report, the resources that it also generated for royalties amounted to $383,000 million.",La República
