,Date,Title,Link,Headline,Article,Source
1110,2020-01-27 00:00:00,Almost 20% of the proposals defined by the unemployment committee are fiscally unviable,https://www.larepublica.co/redirect/post/2956270,"More than a month after the last meeting, the strike committee would be called by the government delegation to analyze the 104 demands made in December.","But as in the case of the document derived from the strike, there are proposals that, according to Molano, go beyond the guidelines of the Government, the State, or even the Constitution.",La República
1110,2020-01-27 00:00:00,Almost 20% of the proposals defined by the unemployment committee are fiscally unviable,https://www.larepublica.co/redirect/post/2956270,"More than a month after the last meeting, the strike committee would be called by the government delegation to analyze the 104 demands made in December.","Some of them are opening public schools that provide 100% Christian education, forcing companies to create jobs with certain frequency, guaranteeing access to higher education for free in all municipalities of the country and even melting down the Bank's gold. of the Republic",La República
1110,2020-01-27 00:00:00,Almost 20% of the proposals defined by the unemployment committee are fiscally unviable,https://www.larepublica.co/redirect/post/2956270,"More than a month after the last meeting, the strike committee would be called by the government delegation to analyze the 104 demands made in December.","""So not all the proposals are going to be implemented because clarity must be made and these are inputs to understand what people's main concerns are in order to guide projects,"" he explained.",La República
1110,2020-01-27 00:00:00,Almost 20% of the proposals defined by the unemployment committee are fiscally unviable,https://www.larepublica.co/redirect/post/2956270,"More than a month after the last meeting, the strike committee would be called by the government delegation to analyze the 104 demands made in December.","Thus, Nelson Alarcón, president of Fecode and member of the strike committee, pointed out that although they respect the dynamics of the GCN, they do not share it.",La República
1110,2020-01-27 00:00:00,Almost 20% of the proposals defined by the unemployment committee are fiscally unviable,https://www.larepublica.co/redirect/post/2956270,"More than a month after the last meeting, the strike committee would be called by the government delegation to analyze the 104 demands made in December.","“They simply set up this stage for people to talk, but they did make a fuss with 104 points, how are they going to do it with 12,000?",La República
1110,2020-01-27 00:00:00,Almost 20% of the proposals defined by the unemployment committee are fiscally unviable,https://www.larepublica.co/redirect/post/2956270,"More than a month after the last meeting, the strike committee would be called by the government delegation to analyze the 104 demands made in December.","""We do not believe that they are going to solve anything, because what they did was create a sophistry of distraction to calm the people and not provide concrete and in-depth solutions to what is needed.""",La República
1110,2020-01-27 00:00:00,Almost 20% of the proposals defined by the unemployment committee are fiscally unviable,https://www.larepublica.co/redirect/post/2956270,"More than a month after the last meeting, the strike committee would be called by the government delegation to analyze the 104 demands made in December.","How are online proposals analyzed? According to the DNP, first a 'pre-processing' is done, eliminating data that affects the analysis (such as rudeness and duplicate responses), then the most representative themes are parameterized, generating word clouds and frequency tables.",La República
1110,2020-01-27 00:00:00,Almost 20% of the proposals defined by the unemployment committee are fiscally unviable,https://www.larepublica.co/redirect/post/2956270,"More than a month after the last meeting, the strike committee would be called by the government delegation to analyze the 104 demands made in December.",This allows the responses to be segmented into groups in order to analyze the similarities.,La República
1110,2020-01-27 00:00:00,Almost 20% of the proposals defined by the unemployment committee are fiscally unviable,https://www.larepublica.co/redirect/post/2956270,"More than a month after the last meeting, the strike committee would be called by the government delegation to analyze the 104 demands made in December.","Finally, the demographic variables are analyzed, in order to understand what topics the different segments of the population prioritize, in order to understand what interests the different regions and ethnic groups, among others.",La República
1111,2020-01-25 00:00:00,Éxito and Canacol shares lead sales flow with $92.7 billion on average,https://www.larepublica.co/redirect/post/2956190,"For its part, the state oil company Ecopetrol is the leader in purchases, with $33.2 billion","For its part, the state oil company Ecopetrol is the leader in purchases, with $33.2 billion. According to a report from Casa de Bolsa, the first rebalancing of the Colcap index basket during 2020 would generate a sales flow of $64.5 billion in Éxito shares, which would be equivalent to 6.5 average trading days",La República
1111,2020-01-25 00:00:00,Éxito and Canacol shares lead sales flow with $92.7 billion on average,https://www.larepublica.co/redirect/post/2956190,"For its part, the state oil company Ecopetrol is the leader in purchases, with $33.2 billion","Canacol's title continues, with $28.2 billion",La República
1111,2020-01-25 00:00:00,Éxito and Canacol shares lead sales flow with $92.7 billion on average,https://www.larepublica.co/redirect/post/2956190,"For its part, the state oil company Ecopetrol is the leader in purchases, with $33.2 billion","The commission agent analyzed that this flow is explained by the reduction of the company's float after completing the previous Public Acquisition Offer (OPA), with 15.3 billion shares.",La República
1111,2020-01-25 00:00:00,Éxito and Canacol shares lead sales flow with $92.7 billion on average,https://www.larepublica.co/redirect/post/2956190,"For its part, the state oil company Ecopetrol is the leader in purchases, with $33.2 billion","On the purchasing side, the firm highlighted the flows in Bancolombia's preferred and ordinary shares, for $26.2 billion and $14.4 billion, respectively, equivalent on average to approximately one and two days of trading.",La República
1111,2020-01-25 00:00:00,Éxito and Canacol shares lead sales flow with $92.7 billion on average,https://www.larepublica.co/redirect/post/2956190,"For its part, the state oil company Ecopetrol is the leader in purchases, with $33.2 billion","For its part, the report highlighted the purchase movement of Ecopetrol, for an average figure of $33.2 billion; followed by ISA, with $16.4 billion; and Grupo Sura, with $13,000 million.",La República
1112,2020-01-21 00:00:00,"Ecopetrol and Sura, the most attractive stocks for analysts according to a Fedesarrollo survey",https://www.larepublica.co/redirect/post/2954084,"With a preference of 50%, Ecopetrol's stock leads the list, followed by Grupo Sura with 34.1%, according to the Fedesarrollo Financial Opinion Survey","With a preference of 50%, Ecopetrol's stock leads the list, followed by Grupo Sura with 34.1%, according to the Fedesarrollo Financial Opinion Survey The Financial Opinion Survey carried out by Fedesarrollo, and in which the entity consults the economic projections of financial analysts and portfolio managers, revealed the three stocks that they consider most attractive within those that make up the Colcap index",La República
1112,2020-01-21 00:00:00,"Ecopetrol and Sura, the most attractive stocks for analysts according to a Fedesarrollo survey",https://www.larepublica.co/redirect/post/2954084,"With a preference of 50%, Ecopetrol's stock leads the list, followed by Grupo Sura with 34.1%, according to the Fedesarrollo Financial Opinion Survey",THE CONTRASTSMar SuárezGte,La República
1112,2020-01-21 00:00:00,"Ecopetrol and Sura, the most attractive stocks for analysts according to a Fedesarrollo survey",https://www.larepublica.co/redirect/post/2954084,"With a preference of 50%, Ecopetrol's stock leads the list, followed by Grupo Sura with 34.1%, according to the Fedesarrollo Financial Opinion Survey","of variable income from Casa de Bolsa“The financial sector is coming from a significant recovery, we have seen how the past due portfolio began to slow down and for 2020 we expect good performance” Carlos Rodríguez Gte",La República
1112,2020-01-21 00:00:00,"Ecopetrol and Sura, the most attractive stocks for analysts according to a Fedesarrollo survey",https://www.larepublica.co/redirect/post/2954084,"With a preference of 50%, Ecopetrol's stock leads the list, followed by Grupo Sura with 34.1%, according to the Fedesarrollo Financial Opinion Survey","of Ultraserfinco Variable Income“In the case of Ecopetrol I think it is to take advantage of the movements that oil has had in recent weeks, since the risk has dissipated” With respect to December, a greater appetite was evident among the investors surveyed by stocks from the energy, holdings and oil sectors",La República
1112,2020-01-21 00:00:00,"Ecopetrol and Sura, the most attractive stocks for analysts according to a Fedesarrollo survey",https://www.larepublica.co/redirect/post/2954084,"With a preference of 50%, Ecopetrol's stock leads the list, followed by Grupo Sura with 34.1%, according to the Fedesarrollo Financial Opinion Survey","On the contrary, reductions were evident in preferences for securities in the financial and construction segments.",La República
1112,2020-01-21 00:00:00,"Ecopetrol and Sura, the most attractive stocks for analysts according to a Fedesarrollo survey",https://www.larepublica.co/redirect/post/2954084,"With a preference of 50%, Ecopetrol's stock leads the list, followed by Grupo Sura with 34.1%, according to the Fedesarrollo Financial Opinion Survey","“It is important to understand that within the first five actions, three belong to this sector: Bancolombia, Davivienda and Grupo Sura",La República
1112,2020-01-21 00:00:00,"Ecopetrol and Sura, the most attractive stocks for analysts according to a Fedesarrollo survey",https://www.larepublica.co/redirect/post/2954084,"With a preference of 50%, Ecopetrol's stock leads the list, followed by Grupo Sura with 34.1%, according to the Fedesarrollo Financial Opinion Survey","It may have decreased compared to the month of December, but it is still a very important sector and that is because we expect that in 2020 the banks' profits will continue to grow and it also goes hand in hand with an improvement in the quality of the portfolio,” said Carlos Rodríguez, Variable Income manager at Ultraserfinco.",La República
1112,2020-01-21 00:00:00,"Ecopetrol and Sura, the most attractive stocks for analysts according to a Fedesarrollo survey",https://www.larepublica.co/redirect/post/2954084,"With a preference of 50%, Ecopetrol's stock leads the list, followed by Grupo Sura with 34.1%, according to the Fedesarrollo Financial Opinion Survey","For his part, Andrés Moreno, stock market analyst, assures that “the companies that are named there are not necessarily the ones that move the stock market, but they are the ones that generate confidence in the sector, for this reason, they are the ones that are shown.”",La República
1112,2020-01-21 00:00:00,"Ecopetrol and Sura, the most attractive stocks for analysts according to a Fedesarrollo survey",https://www.larepublica.co/redirect/post/2954084,"With a preference of 50%, Ecopetrol's stock leads the list, followed by Grupo Sura with 34.1%, according to the Fedesarrollo Financial Opinion Survey","Regarding the sectors, Moreno stated that “what they give the most importance to is the holding companies, the financial sector and oil, and the reason is that the former are very solid companies and it is time to buy triple A companies.”",La República
1112,2020-01-21 00:00:00,"Ecopetrol and Sura, the most attractive stocks for analysts according to a Fedesarrollo survey",https://www.larepublica.co/redirect/post/2954084,"With a preference of 50%, Ecopetrol's stock leads the list, followed by Grupo Sura with 34.1%, according to the Fedesarrollo Financial Opinion Survey",The financial one because the outlook indicates that this year they will continue to rise and the oil price because of the good moment that Ecopetrol is experiencing”,La República
1112,2020-01-21 00:00:00,"Ecopetrol and Sura, the most attractive stocks for analysts according to a Fedesarrollo survey",https://www.larepublica.co/redirect/post/2954084,"With a preference of 50%, Ecopetrol's stock leads the list, followed by Grupo Sura with 34.1%, according to the Fedesarrollo Financial Opinion Survey","The report also shows the exchange rate, which closed at $3,277, with a monthly appreciation of 6.96% and which reached a maximum value of $3,522 per dollar in December",La República
1112,2020-01-21 00:00:00,"Ecopetrol and Sura, the most attractive stocks for analysts according to a Fedesarrollo survey",https://www.larepublica.co/redirect/post/2954084,"With a preference of 50%, Ecopetrol's stock leads the list, followed by Grupo Sura with 34.1%, according to the Fedesarrollo Financial Opinion Survey","The exchange rate projection for the next three months was in a range between $3,200 and $3,320, with $3,280 as the average response",La República
1112,2020-01-21 00:00:00,"Ecopetrol and Sura, the most attractive stocks for analysts according to a Fedesarrollo survey",https://www.larepublica.co/redirect/post/2954084,"With a preference of 50%, Ecopetrol's stock leads the list, followed by Grupo Sura with 34.1%, according to the Fedesarrollo Financial Opinion Survey","Meanwhile, by the end of 2020, the analysts consulted expect the dollar to be between $3,200 and $3,340, “with $3,270 as the median response.”",La República
1112,2020-01-21 00:00:00,"Ecopetrol and Sura, the most attractive stocks for analysts according to a Fedesarrollo survey",https://www.larepublica.co/redirect/post/2954084,"With a preference of 50%, Ecopetrol's stock leads the list, followed by Grupo Sura with 34.1%, according to the Fedesarrollo Financial Opinion Survey","The report also reveals that, in January, 52.3% of respondents claim to be planning a hedge against currency risk in the short term.",La República
1112,2020-01-21 00:00:00,"Ecopetrol and Sura, the most attractive stocks for analysts according to a Fedesarrollo survey",https://www.larepublica.co/redirect/post/2954084,"With a preference of 50%, Ecopetrol's stock leads the list, followed by Grupo Sura with 34.1%, according to the Fedesarrollo Financial Opinion Survey","Likewise, the percentage of administrators who expect to hedge against the interest rate was ranked second with 26.2%",La República
1112,2020-01-21 00:00:00,"Ecopetrol and Sura, the most attractive stocks for analysts according to a Fedesarrollo survey",https://www.larepublica.co/redirect/post/2954084,"With a preference of 50%, Ecopetrol's stock leads the list, followed by Grupo Sura with 34.1%, according to the Fedesarrollo Financial Opinion Survey",The survey also revealed that the lowest TES trading amount of the year was recorded in December.,La República
1112,2020-01-21 00:00:00,"Ecopetrol and Sura, the most attractive stocks for analysts according to a Fedesarrollo survey",https://www.larepublica.co/redirect/post/2954084,"With a preference of 50%, Ecopetrol's stock leads the list, followed by Grupo Sura with 34.1%, according to the Fedesarrollo Financial Opinion Survey","The traded volume fell to $24.6 billion, which represents a drop of 27.3% compared to the month of November and 29% compared to the same month last year.",La República
1113,2020-01-20 00:00:00,"Ecopetrol, among the most attractive stocks to invest in at the beginning of the year",https://www.larepublica.co/redirect/post/2953940,"With a preference of 50%, the stock of the state oil company leads the list, according to a Fedesarrollo Financial Opinion Survey","With a preference of 50%, the stock of the state oil company leads the list, according to a Fedesarrollo Financial Opinion Survey. The most recent Financial Opinion Survey (EOF) consulted market analysts about the three stocks that they consider most attractive within those that make up the Colcap index",La República
1113,2020-01-20 00:00:00,"Ecopetrol, among the most attractive stocks to invest in at the beginning of the year",https://www.larepublica.co/redirect/post/2953940,"With a preference of 50%, the stock of the state oil company leads the list, according to a Fedesarrollo Financial Opinion Survey","In January, Ecopetrol's common stock was ranked first in the ranking, with 50% of analysts' holdings",La República
1113,2020-01-20 00:00:00,"Ecopetrol, among the most attractive stocks to invest in at the beginning of the year",https://www.larepublica.co/redirect/post/2953940,"With a preference of 50%, the stock of the state oil company leads the list, according to a Fedesarrollo Financial Opinion Survey","They are followed by the ordinary share of Grupo Sura, with 34.1%; Bancolombia's preferential, with 25%; the preferential of Davivienda, with 25%; and the ordinary share of Corficolombiana, with 20.5%",La República
1113,2020-01-20 00:00:00,"Ecopetrol, among the most attractive stocks to invest in at the beginning of the year",https://www.larepublica.co/redirect/post/2953940,"With a preference of 50%, the stock of the state oil company leads the list, according to a Fedesarrollo Financial Opinion Survey","Compared to the previous month, a greater appetite was observed among respondents for stocks in the energy, holdings and oil sectors.",La República
1113,2020-01-20 00:00:00,"Ecopetrol, among the most attractive stocks to invest in at the beginning of the year",https://www.larepublica.co/redirect/post/2953940,"With a preference of 50%, the stock of the state oil company leads the list, according to a Fedesarrollo Financial Opinion Survey","On the contrary, reductions were evident in preferences for shares in the financial and construction sectors.",La República
1114,2020-01-16 00:00:00,The Stock Market shares with the greatest liquidity during the last year,https://www.larepublica.co/redirect/post/2952342,"Ecopetrol, the preferred one of Bancolombia and ISA were the species with the highest marketability in 2019","Ecopetrol, the preferred one of Bancolombia and ISA were the species with the highest marketability in 2019 The Financial Superintendence published the Share Marketability Index for the period between January 1 and December 31 of last year",La República
1114,2020-01-16 00:00:00,The Stock Market shares with the greatest liquidity during the last year,https://www.larepublica.co/redirect/post/2952342,"Ecopetrol, the preferred one of Bancolombia and ISA were the species with the highest marketability in 2019","This measurement is determined for each of the shares traded on the Colombian Stock Exchange (BVC), based on the average transaction frequency per month and the average transaction volume per operation.",La República
1114,2020-01-16 00:00:00,The Stock Market shares with the greatest liquidity during the last year,https://www.larepublica.co/redirect/post/2952342,"Ecopetrol, the preferred one of Bancolombia and ISA were the species with the highest marketability in 2019","The index is led by Ecopetrol, which during the year recorded a monthly average of 8,921.25 transactions, while the average volume per transaction for the same period was $55.27 million.",La República
1114,2020-01-16 00:00:00,The Stock Market shares with the greatest liquidity during the last year,https://www.larepublica.co/redirect/post/2952342,"Ecopetrol, the preferred one of Bancolombia and ISA were the species with the highest marketability in 2019","In terms of marketability, it is followed by the preferred stock of Bancolombia, with 5,263 average transactions per month and an average volume of $81.23 million per transaction, and the type of ISA, which had 3,327.75 monthly transactions on average and $50.21 million average per transaction",La República
1114,2020-01-16 00:00:00,The Stock Market shares with the greatest liquidity during the last year,https://www.larepublica.co/redirect/post/2952342,"Ecopetrol, the preferred one of Bancolombia and ISA were the species with the highest marketability in 2019","Ómar Suárez, variable income strategy manager at Casa de Bolsa, pointed out that this index performs a classification by liquidity, so the leadership is usually between Bancolombia and Ecopetrol.",La República
1114,2020-01-16 00:00:00,The Stock Market shares with the greatest liquidity during the last year,https://www.larepublica.co/redirect/post/2952342,"Ecopetrol, the preferred one of Bancolombia and ISA were the species with the highest marketability in 2019","“In the case of Bancolombia, the float of the shares is high, while in that of Ecopetrol, although only 11.5% is not in the hands of the State, the value of the float is high,” he said.",La República
1114,2020-01-16 00:00:00,The Stock Market shares with the greatest liquidity during the last year,https://www.larepublica.co/redirect/post/2952342,"Ecopetrol, the preferred one of Bancolombia and ISA were the species with the highest marketability in 2019","Andrés Moreno, stock market analyst, added that the species of these two companies are the most liquid, since they have American Depositary Receipts (ADR) abroad",La República
1114,2020-01-16 00:00:00,The Stock Market shares with the greatest liquidity during the last year,https://www.larepublica.co/redirect/post/2952342,"Ecopetrol, the preferred one of Bancolombia and ISA were the species with the highest marketability in 2019","“In addition, many of the holders of these shares are foreigners who guide their investments with Colcap, where these two species have an important weight.",La República
1114,2020-01-16 00:00:00,The Stock Market shares with the greatest liquidity during the last year,https://www.larepublica.co/redirect/post/2952342,"Ecopetrol, the preferred one of Bancolombia and ISA were the species with the highest marketability in 2019","“They provide liquidity by entering and exiting these positions,” he said.",La República
1114,2020-01-16 00:00:00,The Stock Market shares with the greatest liquidity during the last year,https://www.larepublica.co/redirect/post/2952342,"Ecopetrol, the preferred one of Bancolombia and ISA were the species with the highest marketability in 2019","THE CONTRASTSCarlos Enrique RodríguezDirector of Variable Income at Ultraserfinco“Ecopetrol and Bancolombia are usually the preferred vehicles for foreigners to invest in Colombia, since both have ADR",La República
1114,2020-01-16 00:00:00,The Stock Market shares with the greatest liquidity during the last year,https://www.larepublica.co/redirect/post/2952342,"Ecopetrol, the preferred one of Bancolombia and ISA were the species with the highest marketability in 2019",The first is a bet on oil and the second on the country.”Ómar SuárezManager of variable income strategy at Casa de Bolsa“What the index classifies is the liquidity of the shares,La República
1114,2020-01-16 00:00:00,The Stock Market shares with the greatest liquidity during the last year,https://www.larepublica.co/redirect/post/2952342,"Ecopetrol, the preferred one of Bancolombia and ISA were the species with the highest marketability in 2019",Sometimes the lower liquidity is explained because a large investor has quiet shares or because there are few species in the market.,La República
1114,2020-01-16 00:00:00,The Stock Market shares with the greatest liquidity during the last year,https://www.larepublica.co/redirect/post/2952342,"Ecopetrol, the preferred one of Bancolombia and ISA were the species with the highest marketability in 2019","RELATED ARTICLEGEB and Banco de Bogotá, among the shares that reached maximum prices in 2019As for the ISA share, Moreno explained that the increase in its marketability was due to the fact that Empresas Públicas de Medellín (EPM) sold its participation",La República
1114,2020-01-16 00:00:00,The Stock Market shares with the greatest liquidity during the last year,https://www.larepublica.co/redirect/post/2952342,"Ecopetrol, the preferred one of Bancolombia and ISA were the species with the highest marketability in 2019","In addition, the species reached its historical maximum price due to the expectation that the Government would sell its part",La República
1114,2020-01-16 00:00:00,The Stock Market shares with the greatest liquidity during the last year,https://www.larepublica.co/redirect/post/2952342,"Ecopetrol, the preferred one of Bancolombia and ISA were the species with the highest marketability in 2019","It is worth mentioning that among the 10 stocks with the highest market share is Éxito, which had a monthly average of 1,856.5 transactions and an average volume of $428.06 million per transaction.",La República
1114,2020-01-16 00:00:00,The Stock Market shares with the greatest liquidity during the last year,https://www.larepublica.co/redirect/post/2952342,"Ecopetrol, the preferred one of Bancolombia and ISA were the species with the highest marketability in 2019",The increase in liquidity is due to the Public Acquisition Offer that was carried out between October and November,La República
1114,2020-01-16 00:00:00,The Stock Market shares with the greatest liquidity during the last year,https://www.larepublica.co/redirect/post/2952342,"Ecopetrol, the preferred one of Bancolombia and ISA were the species with the highest marketability in 2019","Banco de Bogotá leads the titles that registered medium marketability According to the Stock Marketability Index, in the classification of medium marketability, the leading stocks are Banco de Bogotá, with 349.33 average monthly transactions and an average volume per transaction of $47.43 millions; the preferential of Cementos Argos, with a monthly average of 396.75 transactions and $28.81 million on average per transaction and Conconcreto, with a monthly average of 371.33 transactions and an average volume per transaction of $7.64 million",La República
1114,2020-01-16 00:00:00,The Stock Market shares with the greatest liquidity during the last year,https://www.larepublica.co/redirect/post/2952342,"Ecopetrol, the preferred one of Bancolombia and ISA were the species with the highest marketability in 2019",There are 15 species in this segment.,La República
1115,2020-01-14 00:00:00,Ecopetrol and the Rural Development Agency signed an agreement to boost local economies,https://www.larepublica.co/redirect/post/2951824,The most recent initiative joins other Ecopetrol investment programs in inclusive rural development.,The most recent initiative joins other Ecopetrol investment programs in inclusive rural development,La República
1115,2020-01-14 00:00:00,Ecopetrol and the Rural Development Agency signed an agreement to boost local economies,https://www.larepublica.co/redirect/post/2951824,The most recent initiative joins other Ecopetrol investment programs in inclusive rural development.,"The Rural Development Agency (ADR) and Ecopetrol signed a cooperation agreement in which they commit to join forces, with the purpose of managing agricultural projects that strengthen local economies in different regions of the country.",La República
1115,2020-01-14 00:00:00,Ecopetrol and the Rural Development Agency signed an agreement to boost local economies,https://www.larepublica.co/redirect/post/2951824,The most recent initiative joins other Ecopetrol investment programs in inclusive rural development.,"Through a statement, the oil company confirmed that the agreement signed will promote rural development through activities that promote social and environmental development.",La República
1115,2020-01-14 00:00:00,Ecopetrol and the Rural Development Agency signed an agreement to boost local economies,https://www.larepublica.co/redirect/post/2951824,The most recent initiative joins other Ecopetrol investment programs in inclusive rural development.,"There, he added, ""the co-financing of productive initiatives, support and training for peasant communities is contemplated to facilitate access to the institutional offer of the ADR, giving priority to projects of an associative nature.""",La República
1115,2020-01-14 00:00:00,Ecopetrol and the Rural Development Agency signed an agreement to boost local economies,https://www.larepublica.co/redirect/post/2951824,The most recent initiative joins other Ecopetrol investment programs in inclusive rural development.,"“We are allies in the territories and we contribute to their comprehensive development, that is why we have prioritized a line of action around rural development, to contribute to the associativity of farmers, access to markets and the development of productive projects, which contribute to diversifying the economy and maintain the vocations originating from the territories where we are present,” said Aníbal Fernández de Soto, vice president of Sustainable Development at Ecopetrol.",La República
1115,2020-01-14 00:00:00,Ecopetrol and the Rural Development Agency signed an agreement to boost local economies,https://www.larepublica.co/redirect/post/2951824,The most recent initiative joins other Ecopetrol investment programs in inclusive rural development.,The alliance was achieved thanks to the portfolio of agreements signed by Ecopetrol and the Ministry of Agriculture through its agencies.,La República
1115,2020-01-14 00:00:00,Ecopetrol and the Rural Development Agency signed an agreement to boost local economies,https://www.larepublica.co/redirect/post/2951824,The most recent initiative joins other Ecopetrol investment programs in inclusive rural development.,It is worth noting that this agreement will have a duration of four years and its execution will take place in areas of common interest for the two entities.,La República
1115,2020-01-14 00:00:00,Ecopetrol and the Rural Development Agency signed an agreement to boost local economies,https://www.larepublica.co/redirect/post/2951824,The most recent initiative joins other Ecopetrol investment programs in inclusive rural development.,"Claudia Ortiz, president of the Rural Development Agency, explained that ""this alliance promotes rural support policies that improve the living conditions of the country's rural residents and the sustainable development of agriculture, a fundamental engine of the national economy.",La República
1115,2020-01-14 00:00:00,Ecopetrol and the Rural Development Agency signed an agreement to boost local economies,https://www.larepublica.co/redirect/post/2951824,The most recent initiative joins other Ecopetrol investment programs in inclusive rural development.,"""Today we sign an agreement that corroborates President Iván Duque's commitment to have new allies so that legality, equity and entrepreneurship are the axis of the transformation of the field.""",La República
1115,2020-01-14 00:00:00,Ecopetrol and the Rural Development Agency signed an agreement to boost local economies,https://www.larepublica.co/redirect/post/2951824,The most recent initiative joins other Ecopetrol investment programs in inclusive rural development.,"The most recent initiative joins other Ecopetrol investment programs in inclusive rural development, which will cover 4,700 small producers by 2022.",La República
1116,2020-01-13 00:00:00,A new international lawsuit from an American company is added to the Reficar case,https://www.larepublica.co/redirect/post/2950994,A process was filed before the ICSID alleging alleged economic and reputational damage to the company due to investigations at the Cartagena Refinery.,A process was filed before the ICSID alleging alleged economic and reputational damage to the company due to investigations at the Cartagena Refinery.,La República
1116,2020-01-13 00:00:00,A new international lawsuit from an American company is added to the Reficar case,https://www.larepublica.co/redirect/post/2950994,A process was filed before the ICSID alleging alleged economic and reputational damage to the company due to investigations at the Cartagena Refinery.,"A new chapter is added to the problems that the start-up of the Cartagena Refinery (Reficar) has faced in recent years, in which entities and former directors have been investigated.",La República
1116,2020-01-13 00:00:00,A new international lawsuit from an American company is added to the Reficar case,https://www.larepublica.co/redirect/post/2950994,A process was filed before the ICSID alleging alleged economic and reputational damage to the company due to investigations at the Cartagena Refinery.,"This time, before the International Center for Settlement of Investment Disputes (ICSID)",La República
1116,2020-01-13 00:00:00,A new international lawsuit from an American company is added to the Reficar case,https://www.larepublica.co/redirect/post/2950994,A process was filed before the ICSID alleging alleged economic and reputational damage to the company due to investigations at the Cartagena Refinery.,"This is a new legal lawsuit between the Joint Venture Foster Wheeler USA Corporation and Process Consultants Inc and the Colombian state, which alleges the alleged economic and reputational damages that were caused to the company by the investigations that have been carried out in the case",La República
1116,2020-01-13 00:00:00,A new international lawsuit from an American company is added to the Reficar case,https://www.larepublica.co/redirect/post/2950994,A process was filed before the ICSID alleging alleged economic and reputational damage to the company due to investigations at the Cartagena Refinery.,"The lawsuit, which is currently in process before the international organization, would be the result of a little more than two years of failed communications and a history dating back to 2009, when Reficar entered into a contract with the company to provide management services. in the rehabilitation of the plant",La República
