,Date,Title,Link,Headline,Article,Source
730,2021-10-05 00:00:00,"Davivienda Corredores raises its target price of Ecopetrol shares to $3,300",https://www.larepublica.co/redirect/post/3242756,"Although the purchase of ISA was closed, the expectation for a share issuance process remains in force and limits its valuation","Although the Brent reference price impacts Ecopetrol's results almost linearly, the correlation with the share price has decreased since the beginning of the year",La República
730,2021-10-05 00:00:00,"Davivienda Corredores raises its target price of Ecopetrol shares to $3,300",https://www.larepublica.co/redirect/post/3242756,"Although the purchase of ISA was closed, the expectation for a share issuance process remains in force and limits its valuation","According to the investigation, the reasons are several non-binding offers by ISA, possible issuance of shares and production below expectations, among others.",La República
730,2021-10-05 00:00:00,"Davivienda Corredores raises its target price of Ecopetrol shares to $3,300",https://www.larepublica.co/redirect/post/3242756,"Although the purchase of ISA was closed, the expectation for a share issuance process remains in force and limits its valuation","Although the ISA transaction has now been closed, the expectation of a share issuance process remains in force, which could continue to limit the valuation of the asset until the details of this process are known.",La República
731,2021-10-04 00:00:00,Five stock market experts advise you on what to invest in in the last quarter of the year,https://www.larepublica.co/redirect/post/3241632,"Species such as Grupo Argos, Sura and Bancolombia are the most suggested. ETFs are a timely vehicle to diversify abroad","Species such as Grupo Argos, Sura and Bancolombia are the most suggested",La República
731,2021-10-04 00:00:00,Five stock market experts advise you on what to invest in in the last quarter of the year,https://www.larepublica.co/redirect/post/3241632,"Species such as Grupo Argos, Sura and Bancolombia are the most suggested. ETFs are a timely vehicle to diversify abroad","ETFs are a timely vehicle to diversify abroad After Colombia's rating downgrade, the market saw foreign capital leave",La República
731,2021-10-04 00:00:00,Five stock market experts advise you on what to invest in in the last quarter of the year,https://www.larepublica.co/redirect/post/3241632,"Species such as Grupo Argos, Sura and Bancolombia are the most suggested. ETFs are a timely vehicle to diversify abroad","Some investors anticipated the decisions of the rating firms Standard & Poor's and Fitch Ratings weeks before, others were forced to withdraw their capital as a result of the market rebalancing in light of this situation.",La República
731,2021-10-04 00:00:00,Five stock market experts advise you on what to invest in in the last quarter of the year,https://www.larepublica.co/redirect/post/3241632,"Species such as Grupo Argos, Sura and Bancolombia are the most suggested. ETFs are a timely vehicle to diversify abroad","RELATED ARTICLEProcaps Group completed its merger with Union Acquisition and goes publicThe investment vehicles that were most affected were the TES, due to the increase in interest rates, especially those that mature in less than five years, while in the Colombian Stock Exchange (BVC) the Msci Colcap stock index fell more than 12% year to date and shares continued to hit minimum prices",La República
731,2021-10-04 00:00:00,Five stock market experts advise you on what to invest in in the last quarter of the year,https://www.larepublica.co/redirect/post/3241632,"Species such as Grupo Argos, Sura and Bancolombia are the most suggested. ETFs are a timely vehicle to diversify abroad","THE CONTRASTSDiego FrancoHead of Investments at Franco Capital Management LLC“Sectors that are going to be fundamental for the economic reactivation in the country, such as infrastructure, will allow for good profitability depending on the amounts allocated to it”",La República
731,2021-10-04 00:00:00,Five stock market experts advise you on what to invest in in the last quarter of the year,https://www.larepublica.co/redirect/post/3241632,"Species such as Grupo Argos, Sura and Bancolombia are the most suggested. ETFs are a timely vehicle to diversify abroad","Specialists such as Valeria Álvarez and Marcela Ramírez, traders at the stock brokerage firms Itaú and Acciones & Valores, respectively, agree that the market is at prices from five years ago, so the investment and profitability opportunities are ample, especially, in those issuers that have been left behind",La República
731,2021-10-04 00:00:00,Five stock market experts advise you on what to invest in in the last quarter of the year,https://www.larepublica.co/redirect/post/3241632,"Species such as Grupo Argos, Sura and Bancolombia are the most suggested. ETFs are a timely vehicle to diversify abroad","However, Jorge Bernal, trader and stock specialist at Casa de Bolsa, highlighted the importance and good momentum that Exchange Traded Funds (ETFs) will begin to have, especially those that have exposure to foreign factors and that can be traded. in Colombian pesos without the need to convert your capital to dollars",La República
731,2021-10-04 00:00:00,Five stock market experts advise you on what to invest in in the last quarter of the year,https://www.larepublica.co/redirect/post/3241632,"Species such as Grupo Argos, Sura and Bancolombia are the most suggested. ETFs are a timely vehicle to diversify abroad","RELATED ARTICLEWhy are the shares of Bancolombia and Ecopetrol the most traded on the BVC? Sectors such as construction, housing and finance, as well as assets such as gold, are also included in the investment recommendations.",La República
731,2021-10-04 00:00:00,Five stock market experts advise you on what to invest in in the last quarter of the year,https://www.larepublica.co/redirect/post/3241632,"Species such as Grupo Argos, Sura and Bancolombia are the most suggested. ETFs are a timely vehicle to diversify abroad","Diego Franco, head of Investments at Franco Capital Management LLC, assured that “the sectors that are going to be fundamental for the economic reactivation, such as infrastructure, will have a good movement and return of capital, depending on the amounts that are allocated to it.”",La República
731,2021-10-04 00:00:00,Five stock market experts advise you on what to invest in in the last quarter of the year,https://www.larepublica.co/redirect/post/3241632,"Species such as Grupo Argos, Sura and Bancolombia are the most suggested. ETFs are a timely vehicle to diversify abroad","Preferential Bancolombia and Ecopetrol Valeria Álvarez, trader and variable income strategist at Itaú Stock Market Commission The variable income strategist considers that, for the last quarter, the bet is placed on titles such as Ecopetrol, given that the company's figures would be favored by a fairly optimistic outlook for oil",La República
731,2021-10-04 00:00:00,Five stock market experts advise you on what to invest in in the last quarter of the year,https://www.larepublica.co/redirect/post/3241632,"Species such as Grupo Argos, Sura and Bancolombia are the most suggested. ETFs are a timely vehicle to diversify abroad",Species such as Preferential Bancolombia and Preferential Aval also stand out within companies in the financial sector.,La República
731,2021-10-04 00:00:00,Five stock market experts advise you on what to invest in in the last quarter of the year,https://www.larepublica.co/redirect/post/3241632,"Species such as Grupo Argos, Sura and Bancolombia are the most suggested. ETFs are a timely vehicle to diversify abroad","It does not leave aside the action of Grupo Energía Bogotá, which has a defensive position and serves as a hedge in times of volatility",La República
731,2021-10-04 00:00:00,Five stock market experts advise you on what to invest in in the last quarter of the year,https://www.larepublica.co/redirect/post/3241632,"Species such as Grupo Argos, Sura and Bancolombia are the most suggested. ETFs are a timely vehicle to diversify abroad","In the latter, a dividend for the current year that amounts to approximately 6% is highlighted.",La República
731,2021-10-04 00:00:00,Five stock market experts advise you on what to invest in in the last quarter of the year,https://www.larepublica.co/redirect/post/3241632,"Species such as Grupo Argos, Sura and Bancolombia are the most suggested. ETFs are a timely vehicle to diversify abroad","The species of Grupo Aval Juan Miguel Ramírez, equity trader of Actions & Securities RELATED ARTICLEDuring the issuer's week, 3,442 transactions of Grupo Argos were carried out in TriiAccording to Ramírez, the most lagging shares of Colcap are the ones that could have the best rebound",La República
731,2021-10-04 00:00:00,Five stock market experts advise you on what to invest in in the last quarter of the year,https://www.larepublica.co/redirect/post/3241632,"Species such as Grupo Argos, Sura and Bancolombia are the most suggested. ETFs are a timely vehicle to diversify abroad","However, he considers that Corficolombiana shares may present an interesting performance with good returns.",La República
731,2021-10-04 00:00:00,Five stock market experts advise you on what to invest in in the last quarter of the year,https://www.larepublica.co/redirect/post/3241632,"Species such as Grupo Argos, Sura and Bancolombia are the most suggested. ETFs are a timely vehicle to diversify abroad","Additionally, he sees Grupo Aval's species as a good option, despite the fact that, recently, they have not risen enough due to the spin-off being worked on at Banco de Bogotá.",La República
731,2021-10-04 00:00:00,Five stock market experts advise you on what to invest in in the last quarter of the year,https://www.larepublica.co/redirect/post/3241632,"Species such as Grupo Argos, Sura and Bancolombia are the most suggested. ETFs are a timely vehicle to diversify abroad","As for investing in low amounts, he sees Collective Investment Funds (FIC) and applications like Trii as a possibility to enter the world of the capital market.",La República
731,2021-10-04 00:00:00,Five stock market experts advise you on what to invest in in the last quarter of the year,https://www.larepublica.co/redirect/post/3241632,"Species such as Grupo Argos, Sura and Bancolombia are the most suggested. ETFs are a timely vehicle to diversify abroad","The title of Grupo Argos Marcela Ramírez, trader and portfolio manager at Acciones & Valores Ramírez highlights that, when observing the graphs, it is evident that the majority of assets are at prices from three years ago, so “we are buying types of companies that have been growing for five years as if we were in 2018, levels at which the index is also found,” he said.",La República
731,2021-10-04 00:00:00,Five stock market experts advise you on what to invest in in the last quarter of the year,https://www.larepublica.co/redirect/post/3241632,"Species such as Grupo Argos, Sura and Bancolombia are the most suggested. ETFs are a timely vehicle to diversify abroad","One of the assets that he considers has a good future is Grupo Argos, a species that is at 0.3 of its book value, which shows its low price and that it still needs to increase its value.",La República
731,2021-10-04 00:00:00,Five stock market experts advise you on what to invest in in the last quarter of the year,https://www.larepublica.co/redirect/post/3241632,"Species such as Grupo Argos, Sura and Bancolombia are the most suggested. ETFs are a timely vehicle to diversify abroad","In general, he considers that the market is at a time of ample opportunities for any profitability horizon.",La República
731,2021-10-04 00:00:00,Five stock market experts advise you on what to invest in in the last quarter of the year,https://www.larepublica.co/redirect/post/3241632,"Species such as Grupo Argos, Sura and Bancolombia are the most suggested. ETFs are a timely vehicle to diversify abroad","Attractive interest rates for housing Sebastián Toro, trader, specialist in Economics and former advisor of Renta y Bolsa For the former advisor of the defunct commission company Renta y Bolsa and specialist in economics at the Universidad de los Andes, “in an inflationary environment like the current one, The most interesting actions are those that manage to transfer the effects of this index to the consumer",La República
731,2021-10-04 00:00:00,Five stock market experts advise you on what to invest in in the last quarter of the year,https://www.larepublica.co/redirect/post/3241632,"Species such as Grupo Argos, Sura and Bancolombia are the most suggested. ETFs are a timely vehicle to diversify abroad",An example of this are companies like Terpel and Ecopetrol”,La República
731,2021-10-04 00:00:00,Five stock market experts advise you on what to invest in in the last quarter of the year,https://www.larepublica.co/redirect/post/3241632,"Species such as Grupo Argos, Sura and Bancolombia are the most suggested. ETFs are a timely vehicle to diversify abroad","Toro considers that another alternative continues to be real estate, due to low interest rates and subsidies for younger people to acquire a property.",La República
731,2021-10-04 00:00:00,Five stock market experts advise you on what to invest in in the last quarter of the year,https://www.larepublica.co/redirect/post/3241632,"Species such as Grupo Argos, Sura and Bancolombia are the most suggested. ETFs are a timely vehicle to diversify abroad","This may be an option, although a thorough study of each project is required.",La República
731,2021-10-04 00:00:00,Five stock market experts advise you on what to invest in in the last quarter of the year,https://www.larepublica.co/redirect/post/3241632,"Species such as Grupo Argos, Sura and Bancolombia are the most suggested. ETFs are a timely vehicle to diversify abroad","ETFs with foreign exposure Jorge Bernal, trader at Casa de Bolsa For the stock specialist, 2021 has been a year that has presented minimum prices, so, during the last quarter of the year, all types of assets are expected to rebound considerable way",La República
731,2021-10-04 00:00:00,Five stock market experts advise you on what to invest in in the last quarter of the year,https://www.larepublica.co/redirect/post/3241632,"Species such as Grupo Argos, Sura and Bancolombia are the most suggested. ETFs are a timely vehicle to diversify abroad","However, Bernal sees the shares of Grupo Argos and Grupo Sura as two of the most attractive due to the potential value they can show in the short term.",La República
731,2021-10-04 00:00:00,Five stock market experts advise you on what to invest in in the last quarter of the year,https://www.larepublica.co/redirect/post/3241632,"Species such as Grupo Argos, Sura and Bancolombia are the most suggested. ETFs are a timely vehicle to diversify abroad","Additionally, it recommends ETFs (traded investment funds) with international exposure, keeping in mind that elections can limit the local market, elements that would not affect these diversified funds.",La República
732,2021-09-30 00:00:00,Ecopetrol and 8 companies in the country reaffirmed their commitment to the 'Hydrogen Roadmap',https://www.larepublica.co/redirect/post/3240817,The Company is already carrying out research to expand the portfolio of the energy matrix through the massive use of this cleaner fuel,"The Company is already carrying out research to expand the energy matrix portfolio through the massive use of this cleaner fuel. Ecopetrol, together with eight other companies in the country, today reaffirmed its commitment to the energy transition and expressed its interest in actively participating in the development of the hydrogen industry in Colombia, in accordance with the 'Hydrogen Roadmap' established by the National Government, and thus promote its production and use in Colombia in the medium and long term",La República
732,2021-09-30 00:00:00,Ecopetrol and 8 companies in the country reaffirmed their commitment to the 'Hydrogen Roadmap',https://www.larepublica.co/redirect/post/3240817,The Company is already carrying out research to expand the portfolio of the energy matrix through the massive use of this cleaner fuel,"The Company is already carrying out research to expand the portfolio of the country's energy matrix through the massive use of this cleaner fuel, which in turn contributes to the Ecopetrol Group's goal of achieving zero net carbon emissions, scope 1 and 2, to 2050",La República
732,2021-09-30 00:00:00,Ecopetrol and 8 companies in the country reaffirmed their commitment to the 'Hydrogen Roadmap',https://www.larepublica.co/redirect/post/3240817,The Company is already carrying out research to expand the portfolio of the energy matrix through the massive use of this cleaner fuel,"“In terms of diversification of the energy basket, the production and use of hydrogen is essential",La República
732,2021-09-30 00:00:00,Ecopetrol and 8 companies in the country reaffirmed their commitment to the 'Hydrogen Roadmap',https://www.larepublica.co/redirect/post/3240817,The Company is already carrying out research to expand the portfolio of the energy matrix through the massive use of this cleaner fuel,"At the Ecopetrol Group we are starting an orderly path hand in hand with innovation and technology to define how to increase the use of hydrogen as a renewable source of energy,” said the president of Ecopetrol, Felipe Bayón.",La República
732,2021-09-30 00:00:00,Ecopetrol and 8 companies in the country reaffirmed their commitment to the 'Hydrogen Roadmap',https://www.larepublica.co/redirect/post/3240817,The Company is already carrying out research to expand the portfolio of the energy matrix through the massive use of this cleaner fuel,"Currently, the Barrancabermeja and Cartagena refineries produce 130 thousand tons of hydrogen per year to reduce the sulfur content of diesel and gasoline, a process that improves their quality and contributes to cleaner air for all Colombians.",La República
732,2021-09-30 00:00:00,Ecopetrol and 8 companies in the country reaffirmed their commitment to the 'Hydrogen Roadmap',https://www.larepublica.co/redirect/post/3240817,The Company is already carrying out research to expand the portfolio of the energy matrix through the massive use of this cleaner fuel,"Since 2007, the Barrancabermeja Refinery has produced 30% blue hydrogen (low-carbon energy), which allows a reduction of up to 36,500 tons of CO2 per year.",La República
732,2021-09-30 00:00:00,Ecopetrol and 8 companies in the country reaffirmed their commitment to the 'Hydrogen Roadmap',https://www.larepublica.co/redirect/post/3240817,The Company is already carrying out research to expand the portfolio of the energy matrix through the massive use of this cleaner fuel,"This is equivalent to avoiding the deforestation of 91 hectares of land, that is, the felling of about 54,750 trees",La República
732,2021-09-30 00:00:00,Ecopetrol and 8 companies in the country reaffirmed their commitment to the 'Hydrogen Roadmap',https://www.larepublica.co/redirect/post/3240817,The Company is already carrying out research to expand the portfolio of the energy matrix through the massive use of this cleaner fuel,"On the other hand, as part of the green hydrogen pilot plan in 2022, Ecopetrol is executing a 50 kilowatt pilot for the production of hydrogen by electrolysis (a process by which elements are separated from another element using electric current), which will be operational in the first half of 2022",La República
732,2021-09-30 00:00:00,Ecopetrol and 8 companies in the country reaffirmed their commitment to the 'Hydrogen Roadmap',https://www.larepublica.co/redirect/post/3240817,The Company is already carrying out research to expand the portfolio of the energy matrix through the massive use of this cleaner fuel,This will be carried out at the Cartagena refinery to obtain learning related to the potential use of water from the refinery processes and the production stability of this technology.,La República
732,2021-09-30 00:00:00,Ecopetrol and 8 companies in the country reaffirmed their commitment to the 'Hydrogen Roadmap',https://www.larepublica.co/redirect/post/3240817,The Company is already carrying out research to expand the portfolio of the energy matrix through the massive use of this cleaner fuel,Later the electrolyzer will be used in other applications,La República
732,2021-09-30 00:00:00,Ecopetrol and 8 companies in the country reaffirmed their commitment to the 'Hydrogen Roadmap',https://www.larepublica.co/redirect/post/3240817,The Company is already carrying out research to expand the portfolio of the energy matrix through the massive use of this cleaner fuel,"Likewise, the Company is advancing in the search for potential allies to join forces in the development of a low-carbon hydrogen market, through a market study at a national and international level.",La República
732,2021-09-30 00:00:00,Ecopetrol and 8 companies in the country reaffirmed their commitment to the 'Hydrogen Roadmap',https://www.larepublica.co/redirect/post/3240817,The Company is already carrying out research to expand the portfolio of the energy matrix through the massive use of this cleaner fuel,"The president of Ecopetrol, Felipe Bayón, participated in the launch event of the 'Hydrogen Roadmap', held today in Barranquilla, along with leaders of eight companies and unions, and with the support of the Embassies of the Republic. Federal of Germany in Colombia and the Embassy of Colombia in the Federal Republic of Germany, committed to working to achieve the objectives set by the National Government.",La República
733,2021-09-30 00:00:00,"By 2030, Ecopetrol and the Humboldt Institute committed to having 50 ecoreserves",https://www.larepublica.co/redirect/post/3239967,"The project began on the oil company's property, in the department of Huila and the regions of Magdalena Medio and Orinoquía.","The project began on the oil company's property, in the department of Huila and the regions of Magdalena Medio and Orinoquía. With the aim of protecting biodiversity, perhaps Colombia's greatest wealth, and improving the supply of ecosystem services in the country, Ecopetrol , with the support of the Alexander Von Humboldt Biological Resources Research Institute, began in 2021 the creation of a network of conservation areas throughout the national territory",La República
733,2021-09-30 00:00:00,"By 2030, Ecopetrol and the Humboldt Institute committed to having 50 ecoreserves",https://www.larepublica.co/redirect/post/3239967,"The project began on the oil company's property, in the department of Huila and the regions of Magdalena Medio and Orinoquía.","This project, they indicated, began in June of this year with six ecoreserves located on the oil company's property, in the department of Huila and the regions of Magdalena Medio and Orinoquía.",La República
733,2021-09-30 00:00:00,"By 2030, Ecopetrol and the Humboldt Institute committed to having 50 ecoreserves",https://www.larepublica.co/redirect/post/3239967,"The project began on the oil company's property, in the department of Huila and the regions of Magdalena Medio and Orinoquía.",The goal for 2030: the formation of 50 of these reserves,La República
733,2021-09-30 00:00:00,"By 2030, Ecopetrol and the Humboldt Institute committed to having 50 ecoreserves",https://www.larepublica.co/redirect/post/3239967,"The project began on the oil company's property, in the department of Huila and the regions of Magdalena Medio and Orinoquía.","As indicated by Ecopetrol, the first areas of this type will be located in the San Francisco field, in Huila; the Cupiagua field, in Casanare; the Agro-Energy Sustainability Area (ASA) in the municipality of Acacías, and in Campo Rubiales, in Meta; on the Barrancabermeja Refinery property and on Island IV in Puerto Wilches, Santander",La República
733,2021-09-30 00:00:00,"By 2030, Ecopetrol and the Humboldt Institute committed to having 50 ecoreserves",https://www.larepublica.co/redirect/post/3239967,"The project began on the oil company's property, in the department of Huila and the regions of Magdalena Medio and Orinoquía.","“These properties contribute to the scientific research interests of the Humboldt Institute in topics such as tropical dry forest and biodiversity management projects, since the ecoreserves will have their appropriate management plan,” explained the leader of the Ecoreserve Network component, Juliana. Cortés, who also highlighted that each of these spaces is located in regions with great potential, precisely because they are very diverse from each other.",La República
733,2021-09-30 00:00:00,"By 2030, Ecopetrol and the Humboldt Institute committed to having 50 ecoreserves",https://www.larepublica.co/redirect/post/3239967,"The project began on the oil company's property, in the department of Huila and the regions of Magdalena Medio and Orinoquía.","These six lands, added the eco-reserve expert, have a high potential to contribute to conservation, through elements such as preservation, restoration, sustainable use or knowledge of biodiversity and ecosystem services.",La República
733,2021-09-30 00:00:00,"By 2030, Ecopetrol and the Humboldt Institute committed to having 50 ecoreserves",https://www.larepublica.co/redirect/post/3239967,"The project began on the oil company's property, in the department of Huila and the regions of Magdalena Medio and Orinoquía.","The network of ecoreserves, a pioneer of its kind in the hydrocarbon sector in Colombia and internationally, is part of Fibras, a strategy of the Humboldt Institute and Ecopetrol for the planning and management of biodiversity and its contributions to well-being, based on science-based information",La República
733,2021-09-30 00:00:00,"By 2030, Ecopetrol and the Humboldt Institute committed to having 50 ecoreserves",https://www.larepublica.co/redirect/post/3239967,"The project began on the oil company's property, in the department of Huila and the regions of Magdalena Medio and Orinoquía.","The consolidation of these strategies allows us to contribute to the achievement of goals of the post-2020 global biodiversity framework, which proposes that countries increase the conservation of their territories by 30%",La República
733,2021-09-30 00:00:00,"By 2030, Ecopetrol and the Humboldt Institute committed to having 50 ecoreserves",https://www.larepublica.co/redirect/post/3239967,"The project began on the oil company's property, in the department of Huila and the regions of Magdalena Medio and Orinoquía.","These purposes are contemplated in the Convention on Biological Diversity (CBD), of which Colombia has been a part since 1994, and whose objectives seek the conservation and sustainable use of biodiversity, as well as a fair and equitable participation in the benefits that nature offers. for welfare.",La República
734,2021-09-30 00:00:00,Why are the shares of Bancolombia and Ecopetrol the most traded on the BVC?,https://www.larepublica.co/redirect/post/3240163,"The possibility of trading these species through ADR in the US encourages liquidity. According to analysts, tax stability is needed",The possibility of trading these species through ADR in the US,La República
734,2021-09-30 00:00:00,Why are the shares of Bancolombia and Ecopetrol the most traded on the BVC?,https://www.larepublica.co/redirect/post/3240163,"The possibility of trading these species through ADR in the US encourages liquidity. According to analysts, tax stability is needed",encourages liquidity,La República
734,2021-09-30 00:00:00,Why are the shares of Bancolombia and Ecopetrol the most traded on the BVC?,https://www.larepublica.co/redirect/post/3240163,"The possibility of trading these species through ADR in the US encourages liquidity. According to analysts, tax stability is needed","According to analysts, tax stability is needed RELATED ARTICLEAvianca's Preferential Share in the BVC grew 12.07% and the ADR decreased 4.47%Despite the fact that the trading volume on the Colombian Stock Exchange (BVC) has grown slightly during the In recent months, the stock market tends to concentrate a large part of its movement in the same three companies: Bancolombia, Ecopetrol and Grupo Aval",La República
734,2021-09-30 00:00:00,Why are the shares of Bancolombia and Ecopetrol the most traded on the BVC?,https://www.larepublica.co/redirect/post/3240163,"The possibility of trading these species through ADR in the US encourages liquidity. According to analysts, tax stability is needed","Issuers such as Paz del Río, Bbva Colombia, Fabricato, Coltejer, Banco AV Villas and Banco Popular are still not decisive when it comes to moving the market",La República
734,2021-09-30 00:00:00,Why are the shares of Bancolombia and Ecopetrol the most traded on the BVC?,https://www.larepublica.co/redirect/post/3240163,"The possibility of trading these species through ADR in the US encourages liquidity. According to analysts, tax stability is needed","Specialists such as Germán Cristancho, manager of Economic Research at Davivienda Corredores, and Juan David Ballén, director of Economic Research at Casa de Bolsa, attribute the good performance of the leading companies on the stock market to their size and capitalization.",La República
734,2021-09-30 00:00:00,Why are the shares of Bancolombia and Ecopetrol the most traded on the BVC?,https://www.larepublica.co/redirect/post/3240163,"The possibility of trading these species through ADR in the US encourages liquidity. According to analysts, tax stability is needed","Additionally, the fact that these three companies have the possibility of trading in the US, through their ADRs, attracts new and more investors, which simultaneously improves trading.",La República
734,2021-09-30 00:00:00,Why are the shares of Bancolombia and Ecopetrol the most traded on the BVC?,https://www.larepublica.co/redirect/post/3240163,"The possibility of trading these species through ADR in the US encourages liquidity. According to analysts, tax stability is needed","RELATED ARTICLEThe Trii application will have a second day of purchasing shares in the BVC without commissionHowever, according to analysts, among the reasons why other species do not take a greater role in the market, a low level of depth and liquidity in the Colombian stock market stands out. , in addition to factors associated with confidence in the economy in terms of taxes and economic growth",La República
734,2021-09-30 00:00:00,Why are the shares of Bancolombia and Ecopetrol the most traded on the BVC?,https://www.larepublica.co/redirect/post/3240163,"The possibility of trading these species through ADR in the US encourages liquidity. According to analysts, tax stability is needed","THE CONTRASTSValeria ÁlvarezEquity strategist at Itaú Stock Broker “We brokers must have a broader vision of all the companies listed on the stock market, including those companies that are not very liquid, but that may have potential”",La República
734,2021-09-30 00:00:00,Why are the shares of Bancolombia and Ecopetrol the most traded on the BVC?,https://www.larepublica.co/redirect/post/3240163,"The possibility of trading these species through ADR in the US encourages liquidity. According to analysts, tax stability is needed","In fact, although in August the volume traded on the BVC rose 30.48% month over month to $2.14 trillion, it remains at a low level",La República
734,2021-09-30 00:00:00,Why are the shares of Bancolombia and Ecopetrol the most traded on the BVC?,https://www.larepublica.co/redirect/post/3240163,"The possibility of trading these species through ADR in the US encourages liquidity. According to analysts, tax stability is needed","The species that saw the least movement of capital within the market were Construcciones El Cóndor, with $622 million, and Cemex Latam Holdings, with $581 million",La República
734,2021-09-30 00:00:00,Why are the shares of Bancolombia and Ecopetrol the most traded on the BVC?,https://www.larepublica.co/redirect/post/3240163,"The possibility of trading these species through ADR in the US encourages liquidity. According to analysts, tax stability is needed","RELATED ARTICLEBancolombia and BlackRock launch nine ETFs in the Colombian Global Market of the BVCFor Valeria Álvarez, variable income strategist at Itaú Comisionista de Bolsa, “we commission agents must have a broader vision of all the companies listed on the stock market, including those illiquid companies but they may have good potential",La República
734,2021-09-30 00:00:00,Why are the shares of Bancolombia and Ecopetrol the most traded on the BVC?,https://www.larepublica.co/redirect/post/3240163,"The possibility of trading these species through ADR in the US encourages liquidity. According to analysts, tax stability is needed",This fact may be limiting the appetite and intention of other issuers to list.”,La República
734,2021-09-30 00:00:00,Why are the shares of Bancolombia and Ecopetrol the most traded on the BVC?,https://www.larepublica.co/redirect/post/3240163,"The possibility of trading these species through ADR in the US encourages liquidity. According to analysts, tax stability is needed","Greater financial education is needed The low level of investors and trading in the equity market not only depends on the commission agents or issuers, but the absence of financial education about the world of investments and the companies themselves are usually important limitations.",La República
