Date,Title,Link,Headline,Article,Source
2024-02-26,This is the list of possible candidates to join the Board of Directors of Ecopetrol,https://www.larepublica.co/economia/asi-esta-la-plancha-de-posibles-candidatos-para-integrar-la-junta-directiva-de-ecopetrol-3809084,"In the list that was known, some former candidates of the Board stand out, and those nominated by the Nation and by the oil company","En la lista que se conoció destacan algunos candidatos antiguos de la Junta, y los postulados por parte de la Nación y por la petrolera  ARTÍCULO RELACIONADOEcopetrol convocó a Asamblea General de Accionistas para redefinir Junta DirectivaFaltando poco menos de un mes para que se lleve a cabo la Asamblea de Accionistas de Ecopetrol, el Ministerio de Hacienda, en cabeza de Ricardo Bonilla, respondió sobre las postulaciones para integrar la Junta Directiva de la petrolera. Allí se compartió la plancha de los candidatos en la que destacan en orden del primero al noveno, Ángela María Robledo, como independiente; Lilia Tatiana Roa, como no independiente; Mónica de Greiff, como independiente; Gonzalo Hernández Jiménez, Esteban Piedrahíta, y Edwin Palma, los tres como no independientes; y Guillermo García, Ignacio Pombo, y Juan José Echavarría, todos como independientes. Dentro de la plancha se contemplaron detalles como incluir algunos miembros actuales de la Junta Directiva, esto, en aplicación del artículo 20 de los Estatutos Sociales. Allí se destacan de Greiff, Hernández y Piedrahíta. Gráfico LR Por otro lado, están los postulados por la Nación, siendo Robledo, Roa, Palma y García quienes destacan allí. ARTÍCULO RELACIONADOEcopetrol, con la perforación Orca Norte-1, aumentó el potencial de gas en el CaribeLuego se explica que, los departamentos productores de hidrocarburos explotados por Ecopetrol y los diez accionistas minoritarios con mayor participación accionaria en Ecopetrol postularon, respectivamente, a Pombo y Echavarría. Por lo pronto, resta ver si la plancha será aceptada tal como fue propuesta, y quienes serán finalmente los miembros de la Junta Directiva de la petrolera.",La República
2024-02-26,"In its first year of operation, Econova mobilized projects for around US$12.1 million",https://www.larepublica.co/economia/en-primer-ano-de-operacion-econovamovilizo-proyectos-por-unos-us-12-1-millones-3808901,"Since its creation, this network has launched 38 open innovation challenges of the Ecopetrol Group, the energy industry and the territory","Desde su creación, esta red ha lanzado 38 retos de innovación abierta del Grupo Ecopetrol, la industria energética y el territorio  ARTÍCULO RELACIONADOEcopetrol, con la perforación Orca Norte-1, aumentó el potencial de gas en el CaribeEcopetrol informó que Econova, en su primer año de operación, movilizó proyectos por valor de US$12,1 millones con más de 100 aliados en todo el país y desarrolló una oferta de servicios, productos y programas orientados a materializar capacidades que aceleren la transición energética justa. A su vez se comentó que, desde su creación (17 de febrero de 2023), esta red ha lanzado 38 retos de innovación abierta del Grupo Ecopetrol, la industria energética y el territorio. De hecho, con los programas han beneficiado a más de 1.000 empresas y emprendimientos de origen tecnológico, que generaron más de 150 empleos. “Estamos orgullosos de los logros de Econova en su primer año. Este vehículo del Grupo Ecopetrol demuestra nuestro compromiso con la transformación energética del país, y nuestra apuesta por la colaboración con los diferentes actores del ecosistema de innovación. Queremos seguir impulsando el talento, la creatividad y el emprendimiento”, dijo Luis Felipe Rivera, vicepresidente de ciencia, tecnología e innovación de Ecopetrol. Cabe destacar que los emprendimientos que lanza Econova son apoyados por el Centro de Innovación y Tecnología, ICP, con su mesa científica y sus autoridades técnicas para convertirlos en proyectos y programas con alto valor económico y operacional. ARTÍCULO RELACIONADOEcopetrol abrirá un nodo Econova Energía Eléctrica en Antioquia operado por el CidetActualmente, el ICP orienta los cuatro centros regionales de innovación ubicados en Bogotá, Cartagena, Bucaramanga y Villavicencio, y se tiene pensado abrir otro más próximamente en Medellín, con foco en proyectos de energía eléctrica. Convocatorias de innovación abierta Actualmente, hay dos convocatorias abiertas. La primera, dirigida a empresas de base tecnológica que deseen resolver nueve desafíos sobre transición energética, descarbonización y operación sostenible y segura en la refinería de Cartagena. ARTÍCULO RELACIONADOEcopetrol y Cámara de Comercio invertirán $5.000 millones para transición energéticaLas propuestas ganadoras tendrán un contrato con Ecopetrol y recibirán asesoría técnica y científica del ICP. Los interesados en participar tienen plazo para inscribirse hasta el 14 de marzo. La otra convocatoria, en alianza con el Ministerio de Ciencias, Tecnología e Innovación y el Ministerio de Minas y Energía, busca que empresas, centros de investigación, instituciones académicas y expertos resuelvan cinco retos asociados con la transición energética, la 'Sostecnibilidad' y el medioambiente. Este programa ofrece una bolsa de incentivos de $20.000 millones para desarrollar las soluciones tecnológicas ganadoras. El plazo máximo para participar es el 21 de marzo de 2024.",La República
2024-02-22,Deterioration and damage to the gas pipeline could delay the import of gas from Venezuela,https://www.larepublica.co/economia/el-deterioro-y-dano-de-gasoducto-podria-demorar-la-importacion-de-gas-3806653,The pipeline that connects Colombia with Venezuela presents great damage and deterioration and it is unknown how long it will take to fix it.,"El ducto que conecta a Colombia con Venezuela presenta un gran daño y deterioro y se desconoce el tiempo que tardarán en arreglarlo  ARTÍCULO RELACIONADO¿Por qué la importación de gas natural licuado aumentó más de 2.500% en 2023?Aseguran que hay pocas probabilidades que el país cumpla su objetivo de comenzar a importar gas natural de Venezuela este año porque el ducto que conecta a los dos países necesita urgentemente una reparación, afirmó una ejecutiva de la industria. Ecopetrol S.A. anunció en noviembre del año pasado que estaba analizando la posibilidad de importar gas de Venezuela a finales de este año. Sin embargo, Luz Stella Murgas, que dirige el grupo industrial Naturgas, dijo que eso no sucederá. El gasoducto inactivo y deteriorado de 224 kilómetros no está en condiciones de funcionar, comentó Murgas. Por su parte, la Fiscalía General investiga una denuncia de residentes sobre “la desaparición de varios tramos” del ducto. Algunos pronósticos señalan que la demanda de gas superará la oferta para 2028, pero el presidente de la República, Gustavo Petro, se comprometió a eliminar gradualmente la producción colombiana de combustibles fósiles y no emitir nuevas licencias de exploración de petróleo y gas. ARTÍCULO RELACIONADOVenezuela concede licencia a Shell y NGC para producir gas natural durante 30 añosLa mayor esperanza para revertir la disminución de reservas de gas natural depende del desarrollo offshore, pero para que los pozos de aguas profundas comiencen a producir en 2028, así como los proyectos pendientes en el interior a partir del próximo año, el Gobierno necesita acelerar la expedición de licencias ambientales y ayudar con otros temas regulatorios, dijo. “Colombia tiene la oportunidad de incrementar sus fuentes de gas natural”, afirmó Murgas el miércoles. Sin embargo, adelantó que por el momento necesitan ""materializar estos proyectos”.",La República
2024-02-22,"Ecopetrol, with the Orca Norte-1 drilling, increased the gas potential in the Caribbean",https://www.larepublica.co/economia/ecopetrol-aumento-su-potencial-de-gas-en-el-caribe-con-la-perforacion-orca-norte-1-3806463,It is the first deepwater well operated 100% by Ecopetrol and was completed without incidents to people or the environment.,"Es el primer pozo en aguas profundas operado 100% por Ecopetrol y se completó sin incidentes a personas o al medioambiente  Elsa Jaimes, vicepresidente Costa Afuera de Ecopetrol, comentó que la operación del proyecto inició en noviembre y se completó en enero, y que se ""comprobó la presencia de dos acumulaciones de gas en reservorios diferentes al descubrimiento Orca-1"", lo que llevará a una reevaluación del proyecto original, que se planeó en 2020. ARTÍCULO RELACIONADOEcopetrol y Cámara de Comercio invertirán $5.000 millones para transición energéticaDespués de 68 días en mar abierto, la entidad obtuvo información del subsuelo tanto en los objetivos delimitados como en nuevos intervalos de interés exploratorio. ARTÍCULO RELACIONADOEcopetrol gana millonario pleito por estampillas frente a la Universidad de CartagenaAdemás, Ecopetrol señaló que lograron los estándares de calidad que facilitaron la perforación del taladro Discoverer dentro de los rangos de costo y en un tiempo récord de 38 días, con un desempeño de 3,7 días por cada 1.000 pies perforados y un tiempo no productivo del 7%. Asimismo, aseguran que no hubo incidentes registrables. De este modo, Orca Norte-1 se sumó a otras exploraciones del offshore del Caribe: Gorgon-2 ST2 y Uchuva-1 en 2022, y Glaucus-1 en 2023, con lo que ratifica el potencial gasífero en diferentes zonas de subsuelo costa afuera y abre opciones a la oferta orgánica. Ecopetrol",La República
2024-02-21,"Ecopetrol and Chamber of Commerce will invest $5,000 million for energy transition",https://www.larepublica.co/economia/ecopetrol-y-camara-de-comercio-invierten-5-000-millones-para-transicion-energetica-3804960,The agreement in Bucaramanga aims to build the first digital innovation laboratory for decarbonization in 2025,"El acuerdo en Bucaramanga tiene por objetivo construir el primer laboratorio digital de innovación para descarbonización en 2025  ARTÍCULO RELACIONADOEcopetrol gana millonario pleito por estampillas frente a la Universidad de CartagenaCon una inversión total cerca a $5.000 millones, Ecopetrol y la Cámara de Comercio de Bucaramanga ubicarán el proyecto en las instalaciones del Centro de Apoyo al Emprendimiento y la Innovación, S-innova. Además, el laboratorio formará parte de la red de innovación abierta del Grupo Ecopetrol, Econova. La entidad energética contribuirá con $4.249 millones en efectivo y en especie, mientras que la Cámara de Comercio aportará $750 millones. Se espera que la construcción del laboratorio concluya a principios de 2025. Pedro Nel Benjumea, director del Centro de Innovación y Tecnología, ICP, destacó que ""esta apuesta científica y tecnológica representa un gran avance para que el ecosistema de innovación del país promueva ideas para enfrentar la problemática mundial del cambio climático"".  #Atención | En equipo con la @CCBucaramanga vamos a construir el primer laboratorio de innovación en 🇨🇴 para la descarbonización. Allí se desarrollarán tecnologías para la eficiencia energética y mitigar el cambio climático Somos #EnergíaQueTransforma pic.twitter.com/IZheoQJYgg — Ecopetrol (@ECOPETROL_SA) February 21, 2024  ARTÍCULO RELACIONADODemanda de energía creció 7,87%, con mayor participación de mercado reguladoEl laboratorio estará equipado con tecnología digital de última generación para desarrollar soluciones que aborden los desafíos de la descarbonización y la eficiencia energética. El laboratorio funcionará como un “laboratorio viviente”, proporcionando un entorno de experimentación para los innovadores del país. El laboratorio también contará con herramientas digitales para la simulación y modelado de procesos, análisis de imágenes satelitales e instrumentación para medir gases de efecto invernadero en la atmósfera.",La República
2024-02-19,Barrancabermeja Refinery inaugurated a wastewater treatment plant,https://www.larepublica.co/empresas/refineria-de-barrancabermeja-inauguro-planta-para-tratamiento-de-aguas-residuales-3804359,Ecopetrol announced investments that exceed $4 billion during the period 2024-2026 to reinforce the route towards cleaner fuels,"Ecopetrol anunció inversiones que superan los $4 billones durante el periodo 2024-2026 para reforzar la ruta hacia combustibles más limpios  ARTÍCULO RELACIONADOEcopetrol convocó a Asamblea General de Accionistas para redefinir Junta DirectivaLa refinería de Ecopetrol en Barrancabermeja anunció que, como celebración de 102 años, puso en operación su nueva Planta de Tratamiento de Aguas Residuales, que de acuerdo con el comunicado de la empresa ""mejora la calidad de los vertimientos autorizados a las aguas del río Magdalena, lo cual constituye un hito en la hoja de ruta de la empresa para ser agua neutral en 2045"". La inversión en el proyecto que anunció la compañía fue de US$143 millones. Así mismo, la planta cuenta con un sistema de tratamiento de aguas aceitosas e industriales que separa las grasas, los aceites y el material sólido para el cumplimiento de los parámetros normativos ambientales para vertimientos a cuerpos de agua superficiales. Según lo informado por Ecopetrol, la refinería de Barrancabermeja tiene una capacidad de procesamiento máxima de 246 mil barriles de petróleo por día que luego son convertidos en productos fundamentales para el sector industrial, por lo que es un lugar de alta importancia. Por lo anterior, esta refinería durante el periodo 2024-2026 anunció inversiones que superan los $4 billones para continuar la ruta hacia combustibles más limpios. También mejorará tecnológicamente la Planta de Hidrocracking Moderada este año con el propósito de entregar diésel de 10 partes por millón (PPM) de azufre de manera sostenida para todo el país. Otros proyectos de este tipo anunciados por la compañía se tratan de Granja solar “La Iguana”, que iniciaría operaciones en mayo de 2025; una unidad de biomasa, que apunta a satisfacer el consumo domiciliario de electricidad para una ciudad como Manizales; generar combustible sostenible de aviación, que busca producir combustible a partir de aceites vegetales; también se encuentran en maduración dos proyectos a escala industrial para habilitar la producción de hidrógeno de bajas emisiones, entre otros.",La República
2024-02-14,Ecopetrol called a General Assembly of Shareholders to redefine the Board of Directors,https://www.larepublica.co/economia/ecopetrol-convoco-a-asamblea-general-de-accionistas-para-redefinir-junta-directiva-3801477,"The 2023 management report will also be presented at the meeting, as well as the structural reforms approved last January","En la cita también se presentará el informe de gestión de 2023, así como las reformas estructurales aprobadas en enero pasado  El presidente de Ecopetrol, Ricardo Roa, convocó a la reunión ordinaria de la Asamblea General de Accionistas para el próximo viernes 22 de marzo. Esta se realizará a las 2:00 p.m. en Corferias, en Bogotá, según el aviso de la compañía compartido en la Superintendencia Financiera. ARTÍCULO RELACIONADOSe suavizan los requisitos para entrar a la Junta Directiva en la Asamblea de EcopetrolDentro del orden del día se elegirán a los nuevos miembros de la Junta Directiva para lo que resta del periodo 2021-2025. Vale recordar que, en enero reciente, la asamblea extraordinaria de accionistas  aprobó cambios en los estatutos para la conformación de la Junta Directiva de la firma, un hecho que, en su momento, generó una doble lectura para los analistas  #OrgulloEcopetrol | Continuamos como la única empresa de #petróleo y #gas de Latinoamérica certificada en el cálculo de la huella de agua 💧. @ICONTEC verificó nuestros procesos en 8 campos de producción y las refinerías de Cartagena y Barrancabermeja. pic.twitter.com/GnyTLzsB2f — Ecopetrol (@ECOPETROL_SA) February 14, 2024  ARTÍCULO RELACIONADOPresidente Petro confirmó uno de sus candidatos para Junta Directiva de EcopetrolEstos cambios, entre tanto, reducen de 15 años a 12 años la experiencia para ser seleccionado para la Junta Directiva. También buscan aumentar la participación de las mujeres en el órgano directivo; se pretende alcanzar 30% de la conformación total con la cuota femenina. En la cita también se presentará el informe de gestión de 2023, así como los estados financieros individuales y consolidados, entre otros puntos del día. También será la presentación y aprobación del proyecto de distribución de utilidades.",La República
2024-02-14,Ecopetrol wins millionaire lawsuit over stamps against the University of Cartagena,https://www.larepublica.co/consumidor/ecopetrol-gana-millonario-pleito-por-estampillas-frente-a-la-universidad-de-cartagena-3800809,na,nana,La República
2024-02-13,"The call from Ecopetrol, Minenergía and Minciencias that seeks to finance projects",https://www.larepublica.co/economia/ecopetrol-minenergia-y-minciencias-buscan-financiar-proyectos-de-innovacion-3800439,"It is estimated that there are more than $21,639 million in resources available and that the call will close next Thursday, March 21","Se estima que hay más de $21.639 millones en recursos disponibles y que la convocatoria cerrará el próximo jueves 21 de marzo  ARTÍCULO RELACIONADOMinCiencias abrió convocatoria para crear comité de expertos en inteligencia artificialEcopetrol y los ministerios de Energía y Ciencias anunciaron una convocatoria para aquellas empresas que tengan un proyecto de ""Investigación + Desarrollo + Innovación"", con el fin de poder financiar su desarrollo mediante la aplicación de nuevas tecnologías. Así, la idea es conformar un banco de proyectos elegibles de ""I+D+i"" para su financiación, enfocados en aportar soluciones a los retos tecnológicos planteados por Ecopetrol a través de los centros de innovación pertenecientes a su red Econova. Para ello, se estima que hay más de $21.639 millones en recursos disponibles, y que la convocatoria cerrará el próximo 21 de marzo. Con lo anterior, se busca conectar dichos retos con soluciones previamente creadas, mediante procesos de innovación abierta, ""generando así sinergias entre distintos actores del Sistema Nacional de Ciencia, Tecnología e Innovación, que incorporen estrategias de aceleración, sofisticación y/o adaptación tecnológica para los procesos de escalamiento de las soluciones planteadas"", indicaron las entidades.  ¿Tu empresa tiene un proyecto de Investigación + Desarrollo + Innovación? @ECOPETROL_SA, @Minenergiaco y #MinCiencias buscan financiar el desarrollo de iniciativas mediante la aplicación de nuevas tecnologías.  Términos y condiciones de la convocatoria:https://t.co/YcSmdZuwAN pic.twitter.com/9Wgu5NW7MA — MinCiencias Colombia (@MincienciasCo) February 7, 2024  ARTÍCULO RELACIONADOEcopetrol, ISA y Cemargos, entre los top picks de Bancolombia en la Bolsa de ValoresLas propuestas para la convocatoria deberán ser presentadas a través de una Alianza estratégica conformada por una entidad ejecutora y una coejecutora, como mínimo. La entidad ejecutora, será una empresa (persona jurídica) legalmente constituida en Colombia, con mínimo cinco años de constitución antes de la fecha de cierre de la convocatoria, que demuestre experiencia en procesos de I+D+i en el área tecnológica del reto seleccionado y que cumpla con los demás requisitos. Por su parte, la entidad coejecutora, deberá ser nacional con experiencia en procesos de I+D+i en el área tecnológica del reto seleccionado. ""Una vez se cumpla con el mínimo de la alianza estratégica, podrán participar otros actores en calidad de Coejecutores"", indica la convocatoria.",La República
2024-02-13,U. of Cartagena must return a millionaire sum to Ecopetrol for payment of stamps,https://www.larepublica.co/consumidor/universidad-de-cartagena-tiene-que-devolver-50-000-millones-a-ecopetrol-3800208,na,nana,La República
2024-02-13,"Ecopetrol, ISA and Cemargos, among Bancolombia's top picks on the Stock Market",https://www.larepublica.co/finanzas/ecopetrol-isa-y-cemargos-entre-los-top-picks-de-bancolombia-en-la-bolsa-de-valores-3800200,"During 2024, Bancolombia highlighted that its portfolio of recommended assets has increased 4.7%","Durante 2024, Bancolombia destacó que su portafolio de activos recomendados ha subido 4,7%  El Grupo Bancolombia actualizó su portafolio de top picks para febrero, en la que si bien mantiene las mismas acciones que escogió para enero, realizó ajustes en el peso de algunos de los títulos que tiene en su canasta. ARTÍCULO RELACIONADOCementos Argos lanzó nueva oferta para readquirir acciones por $40.000 millonesEl portafolio de los analistas está conformado por las especies de Cementos Argos, Ecopetrol, ISA, el Grupo Energía Bogotá y el Grupo Argos. En su análisis, destacaron que el Msci Colcap ha subido más de 5% y se mantiene por encima de los 1.260 puntos, aunque esperan que el comportamiento se mantenga más sobre las 1.250 unidades. ARTÍCULO RELACIONADOGrupo Éxito ya no ingresará a la canasta proforma del índice Msci Colcap por liquidez""Mantenemos un posicionamiento neutral en el mercado de renta variable local. Aunque reconocemos que las acciones locales exhiben valuaciones atractivas y hemos observado un aumento importante de flujos hacia mercados emergentes, nos mantenemos cautos debido al comportamiento estacional negativo históricamente observado en los meses de febrero y marzo, así como por las presiones al alza sobre la inflación"", añade el análisis.  Respecto a los cambios en los pesos, se disminuyó 5% el del ISA, mientras que el del GEB aumentó ese mismo valor, debido a que esperan que ""el potencial de retorno se materialice en el más corto plazo"". Durante 2024, Bancolombia destacó que su portafolio de activos recomendados ha subido 4,7%, 26 pb superior al Colcap, y 183 pb menor que la canasta de activos elegible, incluidos los dividendos.",La República
2024-02-08,"Ecopetrol reestablished its operations in Caño Sur, after agreements with the communities",https://www.larepublica.co/economia/ecopetrol-restablecio-sus-operaciones-en-cano-sur-tras-acuerdos-con-las-comunidades-3797908,The community that developed the protest demanded the start of paving works on 43 kilometers of the road between Alto Neblinas,"La comunidad que desarrolló la protesta exigía el inicio de las obras de pavimentación de 43 kilómetros de la vía entre el Alto Neblinas  Ecopetrol inició el restablecimiento de sus operaciones en el campo Caño Sur, luego de que se logrará un acuerdo con las comunidades que mantenían bloqueados desde el 2 de febrero varios puntos de la vía que comunica al caso urbano de Puerto Gaitán con la vereda Rubiales, en el departamento del Meta. Desde el 3 de febrero Ecopetrol, a cargo de Ricardo Roa, presidente de Ecopetrol, participó en las mesas de diálogo lideradas por organizaciones sociales y comunitarias de la región, junto al Viceministerio para el Diálogo Social, la Igualdad y los Derechos Humanos; la Agencia Nacional de Hidrocarburos; los representantes del gobierno departamental del Meta; y de otras empresas petroleras que operan en la zona. La comunidad que desarrolló la protesta exigía el inicio de las obras de pavimentación de 43 kilómetros de la vía entre el Alto Neblinas y la vereda Rubiales. Como parte de los acuerdos que se lograron este jueves, se solicitará al Invías que inicie el proceso precontractual y contractual para la pavimentación del punto 6+500, que comprende un tramo de ocho kilómetros. Así mismo, la Alcaldía de Puerto Gaitán aportará $40.000 millones adicionales para la pavimentación de la vía. Para este tramo, Ecopetrol aportará $42.000 millones, que serán ejecutados a través de un convenio con la Alcaldía de Puerto Gaitán. Los recursos aportados por Ecopetrol están enmarcados en lo dispuesto en el convenio marco suscrito en 2022, ya firmado por las partes. Ecopetrol propuso la conformación de un equipo técnico con la alcaldía municipal, con el fin de trabajar en un nuevo acuerdo de cooperación para la pavimentación de la vía. Ecopetrol agradeció la mediación del ministerio del Interior, la Agencia Nacional de Hidrocarburos, el Instituto Nacional de Vías, la Defensoría del Pueblo, la Asociación Colombiana de Petróleo y Gas, y las autoridades municipales y departamentales, que hicieron posible la firma de este acuerdo con los representantes de las comunidades.",La República
2024-02-08,Bancolombia foresees a 4% drop in Ecopetrol's oil reserves in 2023,https://www.larepublica.co/economia/proyecciones-de-reservas-petroleras-de-ecopetrol-en-2023-3797411,"The entity expects that the state oil company's reserves will reach 1,983 million and reduced life expectancy to eight years","La entidad prevé que las reservas de la estatal petrolera lleguen a 1.983 millones y redujo a ocho años las expectativas de vida  El equipo económico del Grupo Bancolombia presentó sus proyecciones de las reservas de petróleo de Ecopetrol, en las que prevé una reducción de 4,2% en las reservas probadas, pasando de 2.011 millones de barriles en 2022 a 1.983 millones el año pasado. ""Lo anterior, dado un bajo impacto por efecto eficiencias, la disminución del precio SEC a US$82,5/bl y un aporte de recobro mejorado, más descubrimientos y extensiones insuficientes para reemplazar la producción del año"", dice el informe de Bancolombia. Gráfico LR Además, la Dirección de Investigaciones Económicas, Sectoriales y de Mercado de la entidad redujo su proyección de la vida de reservas desde 8,4 años a ocho años. Es la expectativa más baja desde 2020, cuando estalló la pandemia de covid-19. Además, Bancolombia espera que el IRR (Índice de Reemplazo de Reservas) sea de 88%. ""En conclusión, al sumar todos los efectos, estimamos que Ecopetrol cerrará 2023 con 1.983 millones de barriles de petróleo equivalente (mboe), reservas 1P. Esto representaría un IRR de 88%, es decir, para 2023, Ecopetrol no sería capaz de reemplazar toda su producción en reservas y, por ende, observaríamos una disminución de 4,2% en reservas y una disminución de vida útil de reservas a 8,0 años"", dijo Bancolombia. En cuanto al precio del petróleo que se utiliza para evaluar las reservas de la compañía, Bancolombia proyecta una disminución a US$82,5 el barril, desde US$97,9.  ""Es de resaltar que el reporte de reservas de 2022 permite concluir que Ecopetrol no tiene un número significativo de campos con precio de viabilidad comercial superior a US$70. Por lo anterior, esperaríamos que la disminución del precio tenga un impacto levemente negativo puesto que el precio de certificación sigue siendo superior a los US$70"", destacó la entidad.",La República
2024-02-08,"Ecopetrol Group generated more than 128,000 new jobs in 2023 with its contractors",https://www.larepublica.co/economia/grupo-ecopetrol-genero-mas-de-128-000-empleos-en-2023-3797261,"The group achieved an average of 42,954 jobs per month, and prioritized linking vulnerable people with 15,190 jobs","El grupo logró un promedio de 42.954 empleos mensuales, y priorizó la vinculación de personas vulnerables con 15.190 empleos  ARTÍCULO RELACIONADOTGI, Cementos Argos y Ecopetrol, entre las organizaciones más sostenibles de ColombiaDe acuerdo con un reporte, Grupo Ecopetrol generó 128.733 empleos en 2023 con sus empresas Ecopetrol S.A., Cenit, Hocol, ISA, Ocensa, Esenttia, Oleoducto de Colombia, Oleoducto Bicentenario y Refinería de Cartagena. De esta manera, la entidad logró un promedio mensual de 42.954. Además, identificaron como prioridad la vinculación de grupos vulnerables con mayor dificultad de emplearse. De esta manera, contrataron 12.767 mujeres, 1.078 personas con primer empleo, 866 integrantes de grupos étnicos, 375 víctimas del conflicto armado y 104 personas con discapacidad. El informe destaca que solo en diciembre, las empresas contratistas de Ecopetrol generaron 64.320 empleos, distribuidos en varias regiones del país. La regional Central, que incluye operaciones en los departamentos de Antioquia, Bolívar, Boyacá, Cesar, Cundinamarca, Norte de Santander y Santander, registró el mayor número de vinculaciones, con un total de 25.621 trabajadores, lo que corresponde a cerca del 40%. Asimismo, las regionales Orinoquía y Piedemonte, incluyendo Meta, Casanare y Arauca, siguieron con 15.320 vinculaciones, que representan el 24%. La regional Andina Oriente, que incluye a Puerto Gaitán, Huila, Putumayo y Tolima, reportó 12.944 empleos, con 20%. Por su parte, la regional Caribe, incluyendo Bolívar, Sucre, Magdalena y La Guajira, reportó 10.435 personas contratadas durante diciembre pasado, con 16%.",La República
2024-02-08,"TGI, Cementos Argos and Ecopetrol, among the most sustainable organizations in Colombia",https://www.larepublica.co/empresas/empresas-mas-sostenibles-de-colombia-2024-3796919,"Of the more than 9,400 companies analyzed, only 759 companies were chosen, of which 19 are national, highlighting energy","De las más de 9.400 empresas analizadas, solo fueron escogidas 759 compañías, de las cuales 19 son nacionales, resaltando energía  ARTÍCULO RELACIONADOTGI firmó convenio con gobierno sueco para explorar uso de biogás en transporteAyer fueron publicados los resultados del Anuario de Sostenibilidad 2024, un informe en el que destacan las empresas que fueron más sostenibles durante el año, según el monitoreo del Índice de sostenibilidad Dow Jones y en la Evaluación de Sostenibilidad Corporativa, CSA, de S&P Global. Para este año, las empresas colombianas que lideraron el listado fueron TGI, Cementos Argos y Ecopetrol. Esta evaluación tuvo en cuenta más de 9.400 empresas en su gestión de 2023, de este total salió un listado de 759 que fueron seleccionadas. Del listado final, 19 son colombianas. ARTÍCULO RELACIONADOCementos Argos realiza cambios para fortalecer su plan de readquisición de accionesEl top 10 de las empresas lo completan Grupo Argos, Celsia, Grupo Nutresa, Bancolombia, Grupo Energía Bogotá, Interconexión Eléctrica y Colombina. ARTÍCULO RELACIONADOEstas son algunas empresas que le apuestan a buscar la sostenibilidad en ColombiaEl resto de empresas colombianas que fueron escogidas son Banco de Bogotá, Almacenes Éxito, Promigas, Corporación Financiera Colombiana, Grupo de Inversiones Suramericana, Banco Davivienda, Alianza Team, Organización Terpel y Odinsa. Gráfico LR El Grupo Empresarial Argos fue el más laureado, pues sus cuatro compañías fueron destacadas dentro del ranking (Grupo Argos, Cementos Argos, Celsia y Odinsa). “Más que el reconocimiento, esta es una inclusión que compromete a las compañías del Grupo Empresarial Argos a seguir mejorando los estándares ambientales, sociales, de gobierno corporativo y económicos”, dijo Ana María Uribe, gerente de sostenibilidad de Grupo Argos. LOS CONTRASTESMónica Contreras EsperPresidente de TGI“TGI es la única del país en el selecto grupo de 66 compañías del mundo que obtuvieron la mejor calificación, y es líder de la industria transporte y almacenamiento de gas y petróleo”. Mónica Contreras Esper, presidente TGI, compañía que lideró el ranking en el plano local, dijo que la empresa “se posicionó como líder de la industria de transporte y almacenamiento de gas y petróleo, por encima de 83 empresas que fueron medidas en las áreas ambientales, sociales y de gobernanza. Es la única del país en el selecto grupo de 66 compañías del mundo que obtuvieron esta distinción top 1%”. Por sectores De las 19 empresas colombianas escogidas en el ranking, seis pertenecen al sector de energía, en segmentos como almacenamiento y transporte de combustible; petróleo y gas; servicios eléctricos; y servicios de gas. Los otros sectores que quedaron fueron los alimentos, con segmentos como productos alimentarios (tres), y alimentación y productos de primera necesidad (uno). Le siguió el de construcción, con subsectores como materiales de construcción (dos) y construcción e ingeniería (uno). El mercado de bancos también tuvo participación con tres compañías; Bancolombia, Banco de Bogotá y Davivienda. En servicios financieros diversificados y mercados de capitales hubo dos empresas, y en el segmento de ventas al por menor la única empresa fue Organización Terpel. ""Desde el frente de finanzas sostenibles, en el Banco Davivienda las soluciones de financiamiento sostenible están enfocadas en el cierre de brechas de acceso de segmentos específicos y en la promoción de una economía baja en carbono"", dijeron desde la entidad. La metodología S&P Global evalúa el nivel de sostenibilidad de las empresas con la calificación de los criterios ESG, Environmental, Social and Governance, entendidos en lo ambiental, social y la gobernanza de sus decisiones económicas. Las empresas que tienen una puntuación superior a 60 y dentro de 1% de los mejores de la industria ocupan el primer lugar. Luego están las que se ubican entre 1% y 5% de las mejores de su sector y tienen un puntaje de 57. En la tercera categoría están las empresas entre 5% y 10% más sostenibles.",La República
